plant,time point,dividing parent cell,parent neighbor,label,isCellTest
p3 FM6 flower 1,0,13358,13355,0,True
p3 FM6 flower 1,0,13358,13359,2,True
p3 FM6 flower 1,0,13358,13708,2,True
p3 FM6 flower 1,0,13358,13709,1,True
p3 FM6 flower 1,0,13358,13732,0,True
p3 FM6 flower 1,0,13358,13739,0,True
p3 FM6 flower 1,0,13266,13656,2,True
p3 FM6 flower 1,0,13266,13661,0,True
p3 FM6 flower 1,0,13266,13662,1,True
p3 FM6 flower 1,0,13266,13673,1,True
p3 FM6 flower 1,0,13266,13679,0,True
p3 FM6 flower 1,0,13266,13681,2,True
p3 FM6 flower 1,0,13793,13670,2,True
p3 FM6 flower 1,0,13793,13791,0,True
p3 FM6 flower 1,0,13660,13265,2,True
p3 FM6 flower 1,0,13660,13649,1,True
p3 FM6 flower 1,0,13660,13661,2,True
p3 FM6 flower 1,0,13660,13672,0,True
p3 FM6 flower 1,0,13660,13827,1,True
p3 FM6 flower 1,0,13660,13828,1,True
p3 FM6 flower 1,0,13504,13419,0,True
p3 FM6 flower 1,0,13504,13538,1,True
p3 FM6 flower 1,0,13504,13539,0,True
p3 FM6 flower 1,0,13504,13721,0,True
p3 FM6 flower 1,0,13504,13741,2,True
p3 FM6 flower 1,0,13504,13772,2,True
p3 FM6 flower 1,0,13330,13693,2,True
p3 FM6 flower 1,0,13330,13703,1,True
p3 FM6 flower 1,0,13330,13704,0,True
p3 FM6 flower 1,0,13330,13718,1,True
p3 FM6 flower 1,0,13330,13719,2,True
p3 FM6 flower 1,0,13791,13670,0,True
p3 FM6 flower 1,0,13791,13671,0,True
p3 FM6 flower 1,0,13791,13678,0,True
p3 FM6 flower 1,0,13791,13792,2,True
p3 FM6 flower 1,0,13791,13793,2,True
p3 FM6 flower 1,0,13336,13718,2,True
p3 FM6 flower 1,0,13336,13719,0,True
p3 FM6 flower 1,0,13682,13657,1,True
p3 FM6 flower 1,0,13682,13730,1,True
p3 FM6 flower 1,0,13682,13765,0,True
p3 FM6 flower 1,0,13682,13772,0,True
p3 FM6 flower 1,0,13682,13773,2,True
p3 FM6 flower 1,0,13264,13246,0,True
p3 FM6 flower 1,0,13264,13299,2,True
p3 FM6 flower 1,0,13264,13300,1,True
p3 FM6 flower 1,0,13264,13651,2,True
p3 FM6 flower 1,0,13264,13662,0,True
p3 FM6 flower 1,0,13264,13664,1,True
p3 FM6 flower 1,0,13264,13673,0,True
p3 FM6 flower 1,0,13739,13358,0,True
p3 FM6 flower 1,0,13739,13359,0,True
p3 FM6 flower 1,0,13739,13732,2,True
p3 FM6 flower 1,0,13739,13745,2,True
p3 FM6 flower 1,0,13739,13750,1,True
p3 FM6 flower 1,0,13739,13760,1,True
p3 FM6 flower 1,0,13718,13330,2,True
p3 FM6 flower 1,0,13718,13336,2,True
p3 FM6 flower 1,0,13718,13703,1,True
p3 FM6 flower 1,0,13718,13719,0,True
p3 FM6 flower 1,0,13693,13307,2,True
p3 FM6 flower 1,0,13693,13330,2,True
p3 FM6 flower 1,0,13693,13678,1,True
p3 FM6 flower 1,0,13693,13703,1,True
p3 FM6 flower 1,0,13693,13704,0,True
p3 FM6 flower 1,0,13693,13792,1,True
p3 FM6 flower 1,0,13390,13719,2,True
p3 FM6 flower 1,0,13390,13721,0,True
p3 FM6 flower 1,0,13390,13741,0,True
p3 FM6 flower 1,0,13390,13747,2,True
p3 FM6 flower 1,0,13759,13212,1,True
p3 FM6 flower 1,0,13759,13540,2,True
p3 FM6 flower 1,0,13759,13749,0,True
p3 FM6 flower 1,0,13759,13750,0,True
p3 FM6 flower 1,0,13759,13767,2,True
p3 FM6 flower 1,0,13673,13264,1,True
p3 FM6 flower 1,0,13673,13266,0,True
p3 FM6 flower 1,0,13673,13299,1,True
p3 FM6 flower 1,0,13673,13662,2,True
p3 FM6 flower 1,0,13673,13681,0,True
p3 FM6 flower 1,0,13673,13688,2,True
p3 FM6 flower 1,0,13829,13634,2,True
p3 FM6 flower 1,0,13829,13647,2,True
p3 FM6 flower 1,0,13829,13788,1,True
p3 FM6 flower 1,0,13829,13827,0,True
p3 FM6 flower 1,0,13829,13828,0,True
p3 FM6 flower 1,0,13679,13266,1,True
p3 FM6 flower 1,0,13679,13307,2,True
p3 FM6 flower 1,0,13679,13661,1,True
p3 FM6 flower 1,0,13679,13672,1,True
p3 FM6 flower 1,0,13679,13681,2,True
p3 FM6 flower 1,0,13679,13686,0,True
p3 FM6 flower 1,0,13679,13704,0,True
p3 FM6 flower 1,0,13679,13705,0,True
p3 FM6 flower 1,0,13657,13306,2,True
p3 FM6 flower 1,0,13657,13575,0,True
p3 FM6 flower 1,0,13657,13682,1,True
p3 FM6 flower 1,0,13657,13730,1,True
p3 FM6 flower 1,0,13657,13766,0,True
p3 FM6 flower 1,0,13657,13773,2,True
p3 FM6 flower 1,0,13742,13371,1,True
p3 FM6 flower 1,0,13742,13470,0,True
p3 FM6 flower 1,0,13742,13726,2,True
p3 FM6 flower 1,0,13742,13743,1,True
p3 FM6 flower 1,0,13742,13748,2,True
p3 FM6 flower 1,0,13265,13654,1,True
p3 FM6 flower 1,0,13265,13660,0,True
p3 FM6 flower 1,0,13265,13670,1,True
p3 FM6 flower 1,0,13265,13671,2,True
p3 FM6 flower 1,0,13265,13672,0,True
p3 FM6 flower 1,0,13265,13827,2,True
p3 FM6 flower 1,0,13708,13317,1,True
p3 FM6 flower 1,0,13708,13327,2,True
p3 FM6 flower 1,0,13708,13355,0,True
p3 FM6 flower 1,0,13708,13358,2,True
p3 FM6 flower 1,0,13708,13709,1,True
p3 FM6 flower 1,0,13760,13629,1,True
p3 FM6 flower 1,0,13760,13739,1,True
p3 FM6 flower 1,0,13760,13745,1,True
p3 FM6 flower 1,0,13760,13750,2,True
p3 FM6 flower 1,0,13760,13762,1,True
p3 FM6 flower 1,0,13760,13767,2,True
p3 FM6 flower 1,0,13299,13264,1,True
p3 FM6 flower 1,0,13299,13300,1,True
p3 FM6 flower 1,0,13299,13317,2,True
p3 FM6 flower 1,0,13299,13327,0,True
p3 FM6 flower 1,0,13299,13673,2,True
p3 FM6 flower 1,0,13299,13688,0,True
p3 FM6 flower 1,0,13749,13371,0,True
p3 FM6 flower 1,0,13749,13372,0,True
p3 FM6 flower 1,0,13749,13540,1,True
p3 FM6 flower 1,0,13749,13743,2,True
p3 FM6 flower 1,0,13749,13744,2,True
p3 FM6 flower 1,0,13749,13750,1,True
p3 FM6 flower 1,0,13749,13759,1,True
p3 FM6 flower 1,0,13747,13390,2,True
p3 FM6 flower 1,0,13747,13538,2,True
p3 FM6 flower 1,0,13747,13741,0,True
p3 FM6 flower 1,0,13778,13728,0,True
p3 FM6 flower 1,0,13778,13745,0,True
p3 FM6 flower 1,0,13704,13307,0,True
p3 FM6 flower 1,0,13704,13330,1,True
p3 FM6 flower 1,0,13704,13679,0,True
p3 FM6 flower 1,0,13704,13693,2,True
p3 FM6 flower 1,0,13704,13705,2,True
p3 FM6 flower 1,0,13704,13719,1,True
p3 FM6 flower 1,0,13704,13721,1,True
p3 FM6 flower 1,0,13345,13331,0,True
p3 FM6 flower 1,0,13345,13705,2,True
p3 FM6 flower 1,0,13345,13721,1,True
p3 FM6 flower 1,0,13345,13726,0,True
p3 FM6 flower 1,0,13345,13731,1,True
p3 FM6 flower 1,0,13663,13629,2,True
p3 FM6 flower 1,0,13663,13762,0,True
p3 FM6 flower 1,0,13672,13265,1,True
p3 FM6 flower 1,0,13672,13307,2,True
p3 FM6 flower 1,0,13672,13660,2,True
p3 FM6 flower 1,0,13672,13661,0,True
p3 FM6 flower 1,0,13672,13671,1,True
p3 FM6 flower 1,0,13672,13678,1,True
p3 FM6 flower 1,0,13672,13679,0,True
p3 FM6 flower 1,0,13355,13326,0,True
p3 FM6 flower 1,0,13355,13327,0,True
p3 FM6 flower 1,0,13355,13358,1,True
p3 FM6 flower 1,0,13355,13372,2,True
p3 FM6 flower 1,0,13355,13708,2,True
p3 FM6 flower 1,0,13355,13723,0,True
p3 FM6 flower 1,0,13355,13732,1,True
p3 FM6 flower 1,0,13317,13299,2,True
p3 FM6 flower 1,0,13317,13300,1,True
p3 FM6 flower 1,0,13317,13327,0,True
p3 FM6 flower 1,0,13317,13697,1,True
p3 FM6 flower 1,0,13317,13708,2,True
p3 FM6 flower 1,0,13317,13709,1,True
p3 FM6 flower 1,0,13687,13212,0,True
p3 FM6 flower 1,0,13687,13306,0,True
p3 FM6 flower 1,0,13687,13629,1,True
p3 FM6 flower 1,0,13687,13767,2,True
p3 FM6 flower 1,0,13327,13299,0,True
p3 FM6 flower 1,0,13327,13317,2,True
p3 FM6 flower 1,0,13327,13326,2,True
p3 FM6 flower 1,0,13327,13355,1,True
p3 FM6 flower 1,0,13327,13688,0,True
p3 FM6 flower 1,0,13327,13708,1,True
p3 FM6 flower 1,0,13779,13745,0,True
p3 FM6 flower 1,0,13779,13762,0,True
p3 FM6 flower 1,0,13779,13778,2,True
p3 FM6 flower 1,0,13538,13504,0,True
p3 FM6 flower 1,0,13538,13741,0,True
p3 FM6 flower 1,0,13538,13747,2,True
p3 FM6 flower 1,0,13538,13771,2,True
p3 FM6 flower 1,0,13538,13772,0,True
p3 FM6 flower 1,0,13748,13470,2,True
p3 FM6 flower 1,0,13748,13539,1,True
p3 FM6 flower 1,0,13748,13540,0,True
p3 FM6 flower 1,0,13748,13742,0,True
p3 FM6 flower 1,0,13748,13743,0,True
p3 FM6 flower 1,0,13748,13766,2,True
p3 FM6 flower 1,0,13359,13358,0,True
p3 FM6 flower 1,0,13359,13709,2,True
p3 FM6 flower 1,0,13359,13728,1,True
p3 FM6 flower 1,0,13359,13739,2,True
p3 FM6 flower 1,0,13359,13745,1,True
p3 FM6 flower 1,0,13359,13834,1,True
p3 FM6 flower 1,0,13628,13634,2,True
p3 FM6 flower 1,0,13628,13826,1,True
p3 FM6 flower 1,0,13628,13828,0,True
p3 FM6 flower 1,0,13628,13833,2,True
p3 FM6 flower 1,0,13656,13246,1,True
p3 FM6 flower 1,0,13656,13266,0,True
p3 FM6 flower 1,0,13656,13649,1,True
p3 FM6 flower 1,0,13656,13661,2,True
p3 FM6 flower 1,0,13656,13662,2,True
p3 FM6 flower 1,0,13656,13832,1,True
p3 FM6 flower 1,0,13828,13628,1,True
p3 FM6 flower 1,0,13828,13634,1,True
p3 FM6 flower 1,0,13828,13649,2,True
p3 FM6 flower 1,0,13828,13660,0,True
p3 FM6 flower 1,0,13828,13827,0,True
p3 FM6 flower 1,0,13828,13829,2,True
p3 FM6 flower 1,0,13828,13832,1,True
p3 FM6 flower 1,0,13828,13833,1,True
p3 FM6 flower 1,0,13212,13306,1,True
p3 FM6 flower 1,0,13212,13540,0,True
p3 FM6 flower 1,0,13212,13575,2,True
p3 FM6 flower 1,0,13212,13759,0,True
p3 FM6 flower 1,0,13212,13767,0,True
p3 FM6 flower 1,0,13762,13629,1,True
p3 FM6 flower 1,0,13762,13745,0,True
p3 FM6 flower 1,0,13762,13760,2,True
p3 FM6 flower 1,0,13688,13299,1,True
p3 FM6 flower 1,0,13688,13326,2,True
p3 FM6 flower 1,0,13688,13327,1,True
p3 FM6 flower 1,0,13688,13673,2,True
p3 FM6 flower 1,0,13688,13681,0,True
p3 FM6 flower 1,0,13688,13696,0,True
p3 FM6 flower 1,0,13827,13265,2,True
p3 FM6 flower 1,0,13827,13647,1,True
p3 FM6 flower 1,0,13827,13654,1,True
p3 FM6 flower 1,0,13827,13660,0,True
p3 FM6 flower 1,0,13827,13828,0,True
p3 FM6 flower 1,0,13827,13829,2,True
p3 FM6 flower 1,0,13709,13317,0,True
p3 FM6 flower 1,0,13709,13358,0,True
p3 FM6 flower 1,0,13709,13359,2,True
p3 FM6 flower 1,0,13709,13697,2,True
p3 FM6 flower 1,0,13709,13708,0,True
p3 FM6 flower 1,0,13709,13834,1,True
p3 FM6 flower 1,0,13745,13359,0,True
p3 FM6 flower 1,0,13745,13728,0,True
p3 FM6 flower 1,0,13745,13739,2,True
p3 FM6 flower 1,0,13745,13760,1,True
p3 FM6 flower 1,0,13745,13762,1,True
p3 FM6 flower 1,0,13745,13778,2,True
p3 FM6 flower 1,0,13634,13628,2,True
p3 FM6 flower 1,0,13634,13828,0,True
p3 FM6 flower 1,0,13634,13829,0,True
p3 FM6 flower 1,0,13766,13539,1,True
p3 FM6 flower 1,0,13766,13540,0,True
p3 FM6 flower 1,0,13766,13575,0,True
p3 FM6 flower 1,0,13766,13657,0,True
p3 FM6 flower 1,0,13766,13748,2,True
p3 FM6 flower 1,0,13766,13765,1,True
p3 FM6 flower 1,0,13766,13773,2,True
p3 FM6 flower 1,0,13726,13331,0,True
p3 FM6 flower 1,0,13726,13345,0,True
p3 FM6 flower 1,0,13726,13371,1,True
p3 FM6 flower 1,0,13726,13707,2,True
p3 FM6 flower 1,0,13726,13723,1,True
p3 FM6 flower 1,0,13726,13742,2,True
p3 FM6 flower 1,0,13767,13212,1,True
p3 FM6 flower 1,0,13767,13629,2,True
p3 FM6 flower 1,0,13767,13750,0,True
p3 FM6 flower 1,0,13767,13759,2,True
p3 FM6 flower 1,0,13767,13760,0,True
p3 FM6 flower 1,0,13723,13326,2,True
p3 FM6 flower 1,0,13723,13355,1,True
p3 FM6 flower 1,0,13723,13371,2,True
p3 FM6 flower 1,0,13723,13372,1,True
p3 FM6 flower 1,0,13723,13707,0,True
p3 FM6 flower 1,0,13723,13726,0,True
p3 FM6 flower 1,0,13826,13221,2,True
p3 FM6 flower 1,0,13826,13628,0,True
p3 FM6 flower 1,0,13826,13825,0,True
p3 FM6 flower 1,0,13826,13833,0,True
p3 FM6 flower 1,0,13728,13359,2,True
p3 FM6 flower 1,0,13728,13745,1,True
p3 FM6 flower 1,0,13728,13778,1,True
p3 FM6 flower 1,0,13728,13834,0,True
p3 FM6 flower 1,0,13661,13266,2,True
p3 FM6 flower 1,0,13661,13649,1,True
p3 FM6 flower 1,0,13661,13656,1,True
p3 FM6 flower 1,0,13661,13660,2,True
p3 FM6 flower 1,0,13661,13672,0,True
p3 FM6 flower 1,0,13661,13679,0,True
p3 FM6 flower 1,0,13326,13327,2,True
p3 FM6 flower 1,0,13326,13355,1,True
p3 FM6 flower 1,0,13326,13688,0,True
p3 FM6 flower 1,0,13326,13696,0,True
p3 FM6 flower 1,0,13326,13707,0,True
p3 FM6 flower 1,0,13326,13723,2,True
p3 FM6 flower 1,0,13792,13678,0,True
p3 FM6 flower 1,0,13792,13693,0,True
p3 FM6 flower 1,0,13792,13703,2,True
p3 FM6 flower 1,0,13792,13791,2,True
p3 FM6 flower 1,0,13743,13371,0,True
p3 FM6 flower 1,0,13743,13540,1,True
p3 FM6 flower 1,0,13743,13742,2,True
p3 FM6 flower 1,0,13743,13748,1,True
p3 FM6 flower 1,0,13743,13749,2,True
p3 FM6 flower 1,0,13750,13732,1,True
p3 FM6 flower 1,0,13750,13739,1,True
p3 FM6 flower 1,0,13750,13744,2,True
p3 FM6 flower 1,0,13750,13749,0,True
p3 FM6 flower 1,0,13750,13759,0,True
p3 FM6 flower 1,0,13750,13760,2,True
p3 FM6 flower 1,0,13750,13767,0,True
p3 FM6 flower 1,0,13671,13265,2,True
p3 FM6 flower 1,0,13671,13670,1,True
p3 FM6 flower 1,0,13671,13672,0,True
p3 FM6 flower 1,0,13671,13678,2,True
p3 FM6 flower 1,0,13671,13791,1,True
p3 FM6 flower 1,0,13732,13355,0,True
p3 FM6 flower 1,0,13732,13358,2,True
p3 FM6 flower 1,0,13732,13372,0,True
p3 FM6 flower 1,0,13732,13739,1,True
p3 FM6 flower 1,0,13732,13744,2,True
p3 FM6 flower 1,0,13732,13750,1,True
p3 FM6 flower 1,0,13771,13538,2,True
p3 FM6 flower 1,0,13771,13772,2,True
p3 FM6 flower 1,0,13705,13331,2,True
p3 FM6 flower 1,0,13705,13345,1,True
p3 FM6 flower 1,0,13705,13679,0,True
p3 FM6 flower 1,0,13705,13686,0,True
p3 FM6 flower 1,0,13705,13704,2,True
p3 FM6 flower 1,0,13705,13721,1,True
p3 FM6 flower 1,1,12712,12867,0,True
p3 FM6 flower 1,1,12712,12885,0,True
