,F1,Acc,precision,Auc
train tissue 0,0.0,49.999999999999986,0.0,0.6192307692307693
train tissue 1,15.999999999999993,54.34782608695653,100.0,0.6192145862552595
train tissue 2,0.0,50.000000000000014,0.0,0.6470588235294117
train tissue 3,0.0,50.000000000000014,0.0,0.6190476190476191
train tissue 4,9.36995153473344,51.637931034482754,74.35897435897436,0.5181034482758616
train tissue 5,12.500000000000005,53.33333333333332,100.0,0.5175438596491226
train tissue 6,10.0,52.63157894736843,100.0,0.6384015594541912
train tissue 7,0.0,50.000000000000014,0.0,0.5723449750534568
train tissue 8,0.0,50.000000000000014,0.0,0.6004645760743326
train tissue 9,0.0,50.00000000000002,0.0,0.5112732095490718
train tissue 10,0.0,50.00000000000002,0.0,0.6365007541478129
train tissue 11,0.0,50.000000000000014,0.0,0.6090973702914
train tissue 12,0.0,49.056603773584904,0.0,0.463121783876501
train tissue 13,0.0,49.01960784313727,0.0,0.48422847399829516
train tissue 14,0.0,49.99999999999998,0.0,0.4185185185185184
train tissue 15,0.0,50.000000000000014,0.0,0.6618269812462187
train tissue 16,0.0,49.999999999999986,0.0,0.586363636363636
train tissue 17,0.0,50.0,0.0,0.5960000000000001
train tissue 18,7.564698075646979,51.12280701754385,69.51219512195122,0.6091228070175437
train mean,2.917613137388443,50.586825686126694,23.36164049899608,0.5751296711357379
train std,5.106929177052538,1.3801538074340614,39.73043619795023,0.06719158563476509
test tissue 0,0.0,50.000000000000036,0.0,0.5164102564102565
test tissue 1,0.0,49.99999999999998,0.0,0.5008576329331045
test tissue 2,0.0,50.000000000000014,0.0,0.45378151260504207
test tissue 3,25.000000000000007,57.14285714285714,100.0,0.6160714285714286
test tissue 4,0.0,49.999999999999964,0.0,0.39439374185136855
test tissue 5,0.0,49.99999999999999,0.0,0.41217798594847765
test tissue 6,0.0,48.387096774193544,0.0,0.589381720430108
test tissue 7,0.0,50.000000000000014,0.0,0.6196969696969697
test mean,3.125000000000001,50.69124423963133,12.5,0.5128464060558445
test std,8.267972847076848,2.4949778603349895,33.071891388307385,0.08347182187936222
