,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5634,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5656
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5596,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5727
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5678,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5521
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5678,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5328
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5708,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5329
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5705,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5449
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5667,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5502
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0151
test mean,16.666666666666668,50.0,0.0,0.0,33.333333333333336,11.111111111111112,33.333333333333336,0.0,0.0,0.5578361728680316,16.666666666666664,50.0,0.0,0.0,33.33333333333333,11.11111111111111,33.33333333333333,0.0,0.0,0.5144273714648298
test std,1.7091048059198637e-14,4.9955031042520184e-14,0.0,0.0,6.758609538418212e-15,1.5246344263630048e-14,4.51787698488112e-14,0.0,0.0,0.07285843075259871,1.1849778104645678e-14,3.389072849618009e-14,0.0,0.0,6.153480596427404e-15,1.1004096916668141e-14,3.246410586132432e-14,0.0,0.0,0.03842533572848001
