,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,18.62,50.39,5.46,0.0,34.22,36.1,33.7,74.61,0.0,0.5684,17.65,50.37,2.59,0.0,33.61,20.26,33.72,27.06,0.0,0.5355
split 1,18.43,50.34,2.66,2.28,34.08,55.67,33.66,62.83,70.51,0.5706,16.74,50.21,0.0,0.0,33.33,11.17,33.52,0.0,0.0,0.5329
split 2,17.62,50.11,1.22,1.54,33.74,71.79,33.45,100.0,81.91,0.5689,16.69,50.08,0.0,0.0,33.33,11.14,33.41,0.0,0.0,0.5228
split 3,18.65,50.4,0.0,5.54,34.1,28.23,33.77,0.0,50.92,0.5727,17.85,50.4,0.0,3.14,33.65,20.45,33.77,0.0,27.59,0.4984
split 4,20.48,50.25,1.05,10.14,34.25,43.97,33.99,60.5,37.41,0.5698,19.47,50.18,0.0,8.23,33.91,23.16,33.83,0.0,35.66,0.5341
split 5,17.91,50.28,1.76,1.7,33.87,55.83,33.6,83.7,50.19,0.5715,16.77,50.3,0.0,0.0,33.33,11.2,33.6,0.0,0.0,0.5133
mean,18.62,50.3,2.03,3.53,34.04,48.6,33.7,63.61,48.49,0.5703,17.53,50.26,0.43,1.9,33.53,16.23,33.64,4.51,10.54,0.5228
std,0.91,0.1,1.73,3.39,0.18,14.33,0.17,31.37,26.09,0.0015,0.98,0.11,0.97,3.06,0.22,5.15,0.15,10.08,15.09,0.0134
test mean,17.72210878670425,50.30655991048773,1.7892514465150886,1.070515003109936,33.767662395347486,20.641434584825006,33.63077918209237,17.65704584040747,10.636478731975204,0.5723575041930239,18.04976116145603,50.5520611779764,3.5972223063916946,0.0,33.981481481481474,20.673281515398152,33.830189373780655,28.189655172413794,0.0,0.5371752299652206
test std,1.4948859818735545,0.515264452230682,3.8166637334574327,2.6950100369150682,0.7876405346032965,13.580409064144243,0.42328063424704293,36.51636331871291,26.23282978077037,0.04539294150674101,2.2751457198398666,0.8451348638202634,6.020826097691031,0.0,1.0986093660838117,14.277092657305804,0.7643289967054294,42.26978285030162,0.0,0.0675049919325345
