,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5513,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.564
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5595,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5263
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5569,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5467
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5638,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5158
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5572,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5447
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5485,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5981
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5562,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5492
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0267
test mean,16.666666666666664,49.999999999999986,0.0,0.0,33.333333333333336,11.111111111111107,33.33333333333332,0.0,0.0,0.5578341117203703,16.66666666666666,49.999999999999986,0.0,0.0,33.33333333333332,11.111111111111107,33.33333333333332,0.0,0.0,0.5271466031877661
test std,1.703821625409574e-14,4.9146811227145907e-14,0.0,0.0,8.77834009033538e-15,1.4889977614560606e-14,4.41030824127401e-14,0.0,0.0,0.05037263853643445,1.2434497875801753e-14,3.543820764530637e-14,0.0,0.0,1.0950198975068616e-14,1.0621069129169845e-14,3.167698015027832e-14,0.0,0.0,0.051191924852744236
