plant,time point,dividing parent cell,parent neighbor,mapped daughter,label
p4 FM1,0,21461,21465,21712,1
p4 FM1,0,21461,21473,21860,1
p4 FM1,0,21486,21395,21752,2
p4 FM1,0,21486,21477,21736,2
p4 FM1,0,21486,21595,21927,1
p4 FM1,0,21465,21470,21817,2
p4 FM1,0,21465,21473,21860,0
p4 FM1,0,21465,21576,21853,0
p4 FM1,0,21527,21403,21993,2
p4 FM1,0,21527,21439,21959,2
p4 FM1,0,21527,21621,22032,0
p4 FM1,0,21527,21624,21952,0
p4 FM1,0,21527,21625,21960,0
p4 FM1,0,21527,21640,22064,1
p4 FM1,0,21640,21403,21993,0
p4 FM1,0,21640,21439,21959,0
p4 FM1,0,21640,21444,21966,2
p4 FM1,0,21640,21527,21968,0
p4 FM1,0,21640,21642,22045,1
p4 FM1,0,21640,21653,22009,2
p4 FM1,0,21640,21691,22063,1
p4 FM1,0,21528,21403,21993,2
p4 FM1,0,21528,21404,22010,2
p4 FM1,0,21528,21523,21977,0
p4 FM1,0,21528,21536,22014,1
p4 FM1,0,21528,21626,21766,0
p4 FM1,0,21528,21632,22002,0
p4 FM1,0,21528,21653,22009,1
p4 FM1,0,21590,21422,21885,1
p4 FM1,0,21590,21482,21869,1
p4 FM1,0,21590,21485,21734,2
p4 FM1,0,21590,21499,21916,2
p4 FM1,0,21590,21500,21926,0
p4 FM1,0,21590,21505,21944,0
p4 FM1,0,21510,21498,21857,2
p4 FM1,0,21510,21513,21882,2
p4 FM1,0,21510,21516,21746,0
p4 FM1,0,21510,21604,21893,0
p4 FM1,0,21477,21473,21860,2
p4 FM1,0,21477,21483,21735,1
p4 FM1,0,21477,21486,21920,2
p4 FM1,0,21477,21576,21853,1
p4 FM1,0,21618,21438,21950,0
p4 FM1,0,21618,21439,21959,0
p4 FM1,0,21618,21513,21882,1
p4 FM1,0,21618,21516,21746,1
p4 FM1,0,21618,21617,21739,2
p4 FM1,0,21618,21620,21933,2
p4 FM1,0,21395,21428,21971,1
p4 FM1,0,21395,21486,21920,2
p4 FM1,0,21395,21595,21927,1
p4 FM1,0,21655,21642,22045,0
p4 FM1,0,21655,21654,26070,0
p4 FM1,0,21655,21656,22061,0
p4 FM1,0,21655,21691,22063,0
p4 FM1,0,21655,21692,21764,2
p4 FM1,0,21473,21465,21712,2
p4 FM1,0,21473,21477,21736,2
p4 FM1,0,21473,21576,21853,1
p4 FM1,0,21578,21473,21860,1
p4 FM1,0,21578,21477,21736,1
p4 FM1,0,21578,21486,21920,1
p4 FM1,0,21614,21428,21971,0
p4 FM1,0,21614,21440,22023,1
p4 FM1,0,21614,21521,21776,1
p4 FM1,0,21614,21612,21981,0
p4 FM1,0,21614,21627,21996,2
p4 FM1,0,21507,21395,21752,1
p4 FM1,0,21507,21428,21971,1
p4 FM1,0,21507,21614,21988,2
p4 FM1,0,21537,21404,22010,0
p4 FM1,0,21537,21530,22022,0
p4 FM1,0,21537,21536,22014,2
p4 FM1,0,21537,21641,22048,2
p4 FM1,0,21537,21644,22047,1
p4 FM1,0,21537,21654,26070,1
p4 FM1,0,21537,21659,22050,0
p4 FM1,0,21398,21521,21776,2
p4 FM1,0,21398,21614,21988,1
p4 FM1,0,21591,21395,21752,0
p4 FM1,0,21627,21440,22023,0
p4 FM1,0,21627,21612,21981,1
p4 FM1,0,21627,21614,21988,2
p4 FM1,0,21627,21626,21766,1
p4 FM1,0,21627,21632,22002,2
p4 FM1,0,21608,21428,21971,0
p4 FM1,0,21608,21500,21926,0
p4 FM1,0,21608,21505,21944,2
p4 FM1,0,21608,21520,21969,1
p4 FM1,0,21608,21595,21927,0
p4 FM1,0,21608,21607,21943,1
p4 FM1,0,21608,21612,21981,2
p4 FM1,0,21659,21440,22023,0
p4 FM1,0,21659,21530,22022,0
p4 FM1,0,21659,21537,22068,0
p4 FM1,0,21659,21641,22048,2
p4 FM1,0,21638,21436,21930,2
p4 FM1,0,21638,21438,21950,0
p4 FM1,0,21638,21444,21966,0
p4 FM1,0,21638,21692,21764,2
p4 FM1,0,21599,21494,21728,2
p4 FM1,0,21599,21498,21857,1
p4 FM1,0,21599,21514,21902,2
p4 FM1,0,21599,21587,21849,1
p4 FM1,0,21599,21602,21903,0
p4 FM1,0,21599,21604,21893,1
p4 FM1,0,21516,21510,21864,1
p4 FM1,0,21516,21513,21882,1
p4 FM1,0,21516,21514,21902,0
p4 FM1,0,21516,21604,21893,2
p4 FM1,0,21516,21618,21912,1
p4 FM1,0,21516,21620,21933,2
p4 FM1,0,21516,21621,22032,0
p4 FM1,0,21632,21404,22010,2
p4 FM1,0,21632,21440,22023,0
p4 FM1,0,21632,21528,22000,1
