,F1,Acc,precision,Auc
train tissue 0,0.0,49.999999999999986,0.0,0.5348360655737702
train tissue 1,0.0,50.00000000000002,0.0,0.5973333333333334
train tissue 2,0.0,50.0,0.0,0.40945454545454535
train tissue 3,0.0,49.99999999999998,0.0,0.6691358024691358
train tissue 4,0.0,49.999999999999986,0.0,0.327932098765432
train tissue 5,0.0,50.000000000000014,0.0,0.582043343653251
train tissue 6,0.0,49.99999999999998,0.0,0.4165217391304345
train tissue 7,0.0,49.999999999999986,0.0,0.5724496426250811
train tissue 8,0.0,49.999999999999986,0.0,0.4395604395604393
train tissue 9,0.0,50.0,0.0,0.528061224489796
train tissue 10,0.0,49.999999999999986,0.0,0.4561538461538461
train tissue 11,0.0,50.000000000000014,0.0,0.5800248138957818
train tissue 12,0.0,49.999999999999986,0.0,0.5702341137123746
train tissue 13,0.0,49.999999999999986,0.0,0.4310204081632652
train tissue 14,0.0,50.0,0.0,0.47391304347826113
train tissue 15,0.0,50.0,0.0,0.575284090909091
train tissue 16,0.0,50.000000000000014,0.0,0.5394021739130436
train tissue 17,0.0,50.000000000000014,0.0,0.4696969696969703
train tissue 18,0.0,50.00000000000002,0.0,0.5608465608465607
train mean,0.0,49.99999999999999,0.0,0.5123107503065479
train std,0.0,1.5204531042579644e-14,0.0,0.08212583772338061
test tissue 0,0.0,49.99999999999997,0.0,0.5288671023965137
test tissue 1,0.0,50.0,0.0,0.524795982423101
test tissue 2,0.0,50.000000000000014,0.0,0.5401002506265664
test tissue 3,0.0,50.0,0.0,0.5739644970414202
test tissue 4,0.0,50.0,0.0,0.6071428571428571
test tissue 5,0.0,50.0,0.0,0.6295518207282915
test tissue 6,0.0,50.00000000000002,0.0,0.580952380952381
test tissue 7,0.0,49.999999999999986,0.0,0.363711001642036
test mean,0.0,50.0,0.0,0.5436357366191459
test std,0.0,1.443119118362539e-14,0.0,0.07639171448172904
