,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,18.32,50.09,0.0,4.88,33.9,32.19,33.5,0.0,63.07,0.5866,17.57,50.06,0.0,2.65,33.62,29.13,33.45,0.0,53.95,0.5662
split 1,19.43,50.19,2.15,5.95,34.28,51.01,33.66,57.9,61.48,0.5928,19.13,50.08,0.0,7.33,34.1,29.74,33.58,0.0,55.63,0.5177
split 2,25.56,51.04,16.55,9.09,36.54,47.47,34.93,49.02,58.46,0.5919,19.29,49.15,1.32,7.4,33.27,34.67,33.13,11.39,59.49,0.5338
split 3,23.43,50.77,15.41,4.09,35.64,49.79,34.58,44.82,69.99,0.5961,16.91,49.02,1.72,0.0,32.51,16.22,32.84,15.82,0.0,0.5423
split 4,24.8,50.71,12.34,11.36,36.09,46.59,34.6,48.05,57.12,0.5912,19.5,50.96,0.0,7.53,33.64,18.87,34.64,0.0,21.98,0.5834
split 5,19.25,50.41,4.3,3.06,34.32,50.69,33.79,53.32,64.96,0.5923,17.41,49.88,0.0,2.35,33.36,44.45,33.35,0.0,100.0,0.5313
mean,21.8,50.53,8.46,6.4,35.13,46.29,34.18,42.18,62.51,0.5918,18.3,49.86,0.51,4.55,33.42,28.85,33.5,4.53,48.51,0.5458
std,2.89,0.34,6.55,2.91,1.01,6.51,0.54,19.32,4.26,0.0028,1.03,0.65,0.73,3.0,0.48,9.46,0.56,6.54,31.38,0.0223
test mean,21.168018701385687,50.73905070482644,5.602336320779474,7.162669078551158,35.32862805753,30.64903161302499,34.25859268742822,20.511978549689363,37.17652360195738,0.5899702542498451,18.028271489446013,50.01748637339337,0.9999999999999993,3.067328094944669,33.74766074520976,24.881035719657085,33.45555760046199,12.5,28.68754955850928,0.5398928587019184
test std,6.681815874539479,1.8232393644578337,10.604581337426255,10.161958984409319,3.474629352357735,23.514314003941756,1.9138808777689855,34.34765636800223,42.277810633762385,0.03848930224294409,1.8193559253534977,0.8075725757642112,2.645751311064589,3.409047062923403,0.9050169893071272,17.494639427747305,0.5658359500741369,33.071891388307385,33.71821633669041,0.04171748808307584
