,F1,Acc,precision,Auc
train tissue 0,0.0,50.0,0.0,0.6793939393939395
train tissue 1,0.0,49.999999999999986,0.0,0.4605911330049258
train tissue 2,0.0,50.000000000000014,0.0,0.40654545454545443
train tissue 3,0.0,50.0,0.0,0.5463157894736841
train tissue 4,0.0,49.999999999999986,0.0,0.4681034482758616
train tissue 5,0.0,49.99999999999998,0.0,0.4654471544715444
train tissue 6,0.0,50.0,0.0,0.4613207547169811
train tissue 7,0.0,50.00000000000002,0.0,0.4761225944404847
train tissue 8,0.0,50.000000000000014,0.0,0.42227662178702563
train tissue 9,0.0,50.000000000000014,0.0,0.4654320987654322
train tissue 10,0.0,49.999999999999986,0.0,0.3204508856682769
train tissue 11,0.0,50.0,0.0,0.5881696428571427
train tissue 12,0.0,49.99999999999997,0.0,0.4834307992202727
train tissue 13,0.0,49.999999999999986,0.0,0.5583333333333332
train tissue 14,0.0,50.0,0.0,0.34920634920634924
train tissue 15,0.0,50.0,0.0,0.3977272727272728
train tissue 16,0.0,50.000000000000014,0.0,0.5226480836236939
train tissue 17,0.0,50.0,0.0,0.5778546712802768
train tissue 18,0.0,49.999999999999986,0.0,0.35344827586206845
train mean,0.0,50.0,0.0,0.47383254224494825
train std,0.0,1.363836858469928e-14,0.0,0.08827491460945297
test tissue 0,0.0,49.99999999999999,0.0,0.633795309168443
test tissue 1,0.0,49.999999999999964,0.0,0.46893939393939355
test tissue 2,0.0,49.99999999999999,0.0,0.4033816425120771
test tissue 3,0.0,49.99999999999997,0.0,0.32539682539682524
test tissue 4,0.0,50.0,0.0,0.5081845238095237
test tissue 5,0.0,49.99999999999999,0.0,0.5931899641577064
test tissue 6,0.0,50.000000000000014,0.0,0.589159465828751
test tissue 7,0.0,50.000000000000014,0.0,0.48636363636363633
test mean,0.0,49.999999999999986,0.0,0.5010513451470445
test std,0.0,1.8115356374411762e-14,0.0,0.09718873107667314
