,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,30.9,51.24,19.17,22.3,37.83,40.69,36.48,42.56,43.04,0.5862,21.12,47.99,5.2,10.15,32.95,43.86,32.72,69.67,29.19,0.5072
split 1,32.31,49.03,17.41,30.5,37.72,42.15,35.69,49.9,40.87,0.5797,19.8,45.58,0.0,13.81,29.62,17.01,32.2,0.0,18.82,0.4938
split 2,28.68,49.41,0.0,36.64,37.17,25.14,36.38,0.0,39.05,0.5754,27.03,41.25,0.0,39.83,33.77,22.55,34.97,0.0,32.66,0.5105
split 3,25.2,49.73,15.86,10.01,35.49,42.32,34.18,45.28,47.5,0.5797,16.71,50.12,0.0,0.0,33.33,11.15,33.44,0.0,0.0,0.5321
split 4,26.37,49.21,14.36,15.53,35.52,41.43,34.06,46.06,44.17,0.5739,18.76,49.54,0.0,6.75,33.25,21.18,33.39,0.0,30.14,0.5351
split 5,25.57,49.98,14.45,12.27,35.68,41.85,34.39,45.92,45.22,0.5705,18.33,50.11,0.0,4.89,33.85,28.72,33.54,0.0,52.62,0.5539999999999999
mean,28.17,49.77,13.54,21.21,36.57,38.93,35.2,38.29,43.31,0.5776,20.29,47.43,0.87,12.57,32.8,24.08,33.38,11.61,27.24,0.5221
std,2.7,0.73,6.28,9.69,1.03,6.19,1.02,17.26,2.77,0.005,3.3,3.18,1.94,12.92,1.45,10.34,0.86,25.97,15.8,0.0202
test mean,24.0880493040676,49.6936109465341,5.347985845905658,17.222551119763057,35.677292495462055,25.517904961918926,36.16107935952664,4.2685929113422665,36.12404261488788,0.5752434810246532,22.21245483449932,44.32898984730147,4.062807448162406,18.245567208034085,31.493843046947685,21.731812389257925,31.623661493333437,5.333451239498869,28.23832443494146,0.5102886381838657
test std,7.294934461332431,2.876597531981685,15.681691468288875,12.56468481702953,4.503421782963552,10.776083334128566,8.411484453379432,12.455575872306989,20.229783736032246,0.04317978054667196,5.27471871027,4.363095290528295,8.708726726077373,10.73637977491726,2.875819665730389,6.923154179418081,1.8556522436678937,10.027151356670766,13.361372790264285,0.03440989810449813
