,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.496,0.0,50.0,0.0,0.5282
split 1,0.0,50.0,0.0,0.5027,0.0,50.0,0.0,0.502
split 2,0.0,50.0,0.0,0.5059,0.0,50.0,0.0,0.4812
split 3,0.0,50.0,0.0,0.5172,0.0,50.0,0.0,0.5141
split 4,0.0,50.0,0.0,0.5218,0.0,50.0,0.0,0.3981
split 5,0.0,50.0,0.0,0.506,0.0,50.0,0.0,0.5692
mean,0.0,50.0,0.0,0.5083,0.0,50.0,0.0,0.4988
std,0.0,0.0,0.0,0.0087,0.0,0.0,0.0,0.0525
test mean,0.0,50.0,0.0,0.5019698518176817,0.0,50.0,0.0,0.49927224718979185
test std,0.0,1.5378302753758526e-14,0.0,0.0861769050099682,0.0,1.6473255640462455e-14,0.0,0.047901987057232254
