plant,time point,dividing parent cell,parent neighbor,degree,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood,degree,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood
P9,0,574,542,-2.0,-0.47727396285917645,0.0034813531518303317,-8.741531798690284e-05,0.048222659688545305,7.590950389230098e-12,-0.0007785921216893767,-0.01010192141652625,-0.0369370435843511,-0.05090147523066261,0.048222659688545305,7.5225734252273355,-8.0,-44.89700084465014,0.026045350530476435,-0.1217391304347819,-0.03002537756724022,0.024825995471314338,8.0,2.36236925421319,0.007029135159074727,0.0010910000495269918,0.11906019429906692,5.669378356175695e-12,0.003756892222734271,0.06614613065643474,0.08011424727200007,0.08837856227444937,0.11906019429906692,297.6187778475467,52.0,269.22395451987495,0.20553359683794464,4.521739130434782,0.5760522558875886,0.1555590311768186
P9,0,574,695,-3.0,-0.901511765696748,0.006689976220414738,-0.00012847931692001283,-0.11566716281749652,-5.2687356956629494e-12,-0.0013277690253652706,-0.015548741521657042,-0.0433349966038646,-0.06453473722170078,-0.11566716281749652,-18.760868068041077,-15.0,-85.38015284682291,0.0665252266914671,-0.1687979539641944,-0.0382805306313696,0.07523442888681159,8.0,2.36236925421319,0.007029135159074727,0.0010910000495269918,0.11906019429906692,5.669378356175695e-12,0.003756892222734271,0.06614613065643474,0.08011424727200007,0.08837856227444937,0.11906019429906692,297.6187778475467,52.0,269.22395451987495,0.20553359683794464,4.521739130434782,0.5760522558875886,0.1555590311768186
P9,0,574,778,-2.0,-0.5892655769840351,0.003403087909186004,-6.802382140301761e-05,-0.11325042813015157,-5.462562409436166e-12,-0.000808792228151695,-0.01003486189265912,-0.02525334738928635,-0.04199681067653075,-0.11325042813015157,-16.389452762756093,-8.0,-47.00885059333905,0.026045350530476435,-0.1217391304347819,-0.023774938387439715,0.02170935343645175,8.0,2.36236925421319,0.007029135159074727,0.0010910000495269918,0.11906019429906692,5.669378356175695e-12,0.003756892222734271,0.06614613065643474,0.08011424727200007,0.08837856227444937,0.11906019429906692,297.6187778475467,52.0,269.22395451987495,0.20553359683794464,4.521739130434782,0.5760522558875886,0.1555590311768186
P9,0,574,784,-2.0,-0.6160309251993596,0.003322368050998053,-8.022244377734584e-05,-0.10377554776652102,7.530560370679331e-11,-0.0009680674450705941,-0.010149645017884693,-0.031010512190451492,-0.05108343412837389,-0.10377554776652102,-7.669065910067275,-8.0,-47.07482355466155,0.026045350530476435,-0.1217391304347819,-0.021309290351442134,0.01560395706065118,8.0,2.36236925421319,0.007029135159074727,0.0010910000495269918,0.11906019429906692,5.669378356175695e-12,0.003756892222734271,0.06614613065643474,0.08011424727200007,0.08837856227444937,0.11906019429906692,297.6187778475467,52.0,269.22395451987495,0.20553359683794464,4.521739130434782,0.5760522558875886,0.1555590311768186
P9,0,574,835,-2.0,-0.4381813633179097,0.0031521645134486116,-7.836091898884919e-05,-0.07307821577759639,6.488462946667907e-12,-0.0007296076255545775,-0.009800082085719704,-0.028349256603659966,-0.04623948288470575,-0.07307821577759639,-2.194789193583972,-8.0,-47.11183208451803,0.026045350530476435,-0.1217391304347819,-0.01302580447332502,0.03163745170565138,8.0,2.36236925421319,0.007029135159074727,0.0010910000495269918,0.11906019429906692,5.669378356175695e-12,0.003756892222734271,0.06614613065643474,0.08011424727200007,0.08837856227444937,0.11906019429906692,297.6187778475467,52.0,269.22395451987495,0.20553359683794464,4.521739130434782,0.5760522558875886,0.1555590311768186
P9,0,574,902,-1.0,-0.6723718316483878,0.0006950609198403106,-6.201811850240282e-05,0.016436996847041502,-5.38648380870187e-12,-0.0008932527391816501,-0.004460950676640617,-0.0165727138089293,-0.004661627041512698,0.016436996847041502,1.7819371534820334,-3.0,-17.852907967782784,0.006587615283267456,-0.06719367588932812,-0.0044087419278282525,-0.004940415590604208,8.0,2.36236925421319,0.007029135159074727,0.0010910000495269918,0.11906019429906692,5.669378356175695e-12,0.003756892222734271,0.06614613065643474,0.08011424727200007,0.08837856227444937,0.11906019429906692,297.6187778475467,52.0,269.22395451987495,0.20553359683794464,4.521739130434782,0.5760522558875886,0.1555590311768186
P9,0,574,904,-3.0,-1.2522532095498786,0.004346409343379328,-0.0001744362902248171,-0.08983530993422001,-4.842587453940146e-12,-0.001815921604359813,-0.01381893268722531,-0.04323719208106031,-0.05184141613363531,-0.08983530993422001,-6.057731110665429,-9.0,-54.30465018321917,0.02078219263573955,-0.22173913043478244,-0.03790144225470027,0.023590075070290595,8.0,2.36236925421319,0.007029135159074727,0.0010910000495269918,0.11906019429906692,5.669378356175695e-12,0.003756892222734271,0.06614613065643474,0.08011424727200007,0.08837856227444937,0.11906019429906692,297.6187778475467,52.0,269.22395451987495,0.20553359683794464,4.521739130434782,0.5760522558875886,0.1555590311768186
P9,0,574,1001,-3.0,-1.2127053214880714,0.004804605397958969,-0.000177565710540428,-0.04103647508842688,-3.8442433887628105e-12,-0.0017936475151719344,-0.014599249540535458,-0.0508389054154751,-0.05895888544712035,-0.04103647508842688,2.9079952241203273,-11.0,-62.91883245385387,0.0342324850334004,-0.20594965675057164,-0.03429861558147784,0.045940503428037294,8.0,2.36236925421319,0.007029135159074727,0.0010910000495269918,0.11906019429906692,5.669378356175695e-12,0.003756892222734271,0.06614613065643474,0.08011424727200007,0.08837856227444937,0.11906019429906692,297.6187778475467,52.0,269.22395451987495,0.20553359683794464,4.521739130434782,0.5760522558875886,0.1555590311768186
P9,0,611,617,-2.0,-0.6590092862240866,0.005623951352890257,-0.00018266178857552083,-0.028936796786223004,-9.728227521495595e-14,-0.0009537289484373235,-0.009744675120236808,-0.023334457939333815,-0.020517077155711775,-0.028936796786223004,-6.655375654932072,-8.0,-46.50697119575577,0.037719298245614014,-0.1710526315789478,-0.05025715815647969,0.018843116394767767,6.0,1.3723259390055491,0.008802737737466345,0.0009209132897759341,0.06413149597477633,1.4963986523687466e-13,0.00237803420909073,0.05558177330192201,0.03810784234872585,0.030766338891239246,0.06413149597477633,285.7369541282638,42.0,216.20438599177237,0.2456140350877193,4.421052631578948,0.5079906216180153,0.19735058693241445
P9,0,611,866,-1.0,-0.106133710705681,0.004409063299588727,-3.060763855882516e-05,-0.033898305084745756,2.739541977912862e-13,-0.000265797415084066,-0.0035072045533183008,-0.006877346242824947,-0.0019134195596080227,-0.033898305084745756,-12.465772905901588,2.0,9.467147697085295,-0.014035087719298234,-0.021052631578947434,0.011489736567396602,-0.007268049013339467,6.0,1.3723259390055491,0.008802737737466345,0.0009209132897759341,0.06413149597477633,1.4963986523687466e-13,0.00237803420909073,0.05558177330192201,0.03810784234872585,0.030766338891239246,0.06413149597477633,285.7369541282638,42.0,216.20438599177237,0.2456140350877193,4.421052631578948,0.5079906216180153,0.19735058693241445
P9,0,611,867,0.0,0.05230361916590209,-0.00016528701832946475,7.401257963440518e-06,-0.035962932731550386,7.678445564040194e-14,0.00011026292121038908,-0.0003008403253200939,0.0056954434320466915,-0.0011840361153530078,-0.035962932731550386,-13.79178784862762,-2.0,-16.56300841445585,0.01582387340901273,0.023391812865496853,-0.02835385482126246,0.0021986187551710223,6.0,1.3723259390055491,0.008802737737466345,0.0009209132897759341,0.06413149597477633,1.4963986523687466e-13,0.00237803420909073,0.05558177330192201,0.03810784234872585,0.030766338891239246,0.06413149597477633,285.7369541282638,42.0,216.20438599177237,0.2456140350877193,4.421052631578948,0.5079906216180153,0.19735058693241445
P9,0,611,877,2.0,2.0659264172419363,-0.0010625112932394938,0.00014634917649754362,-0.03537075270882348,8.937682097766506e-13,0.0026939935850987945,0.010174993657192717,0.05452584932950685,0.04214227015696239,-0.03537075270882348,-10.672184004239455,8.0,46.90928393345888,-0.029163818637502836,0.12440191387559807,0.044424464060162205,-0.02056455179277386,6.0,1.3723259390055491,0.008802737737466345,0.0009209132897759341,0.06413149597477633,1.4963986523687466e-13,0.00237803420909073,0.05558177330192201,0.03810784234872585,0.030766338891239246,0.06413149597477633,285.7369541282638,42.0,216.20438599177237,0.2456140350877193,4.421052631578948,0.5079906216180153,0.19735058693241445
P9,0,611,892,0.0,-0.008941046319008938,0.00010094157843548203,1.4170427568698418e-05,-0.026648101022710896,-1.0558257861810493e-13,5.200750910561635e-05,0.0003700256593760845,0.006163720778859419,0.0071102157456560885,-0.026648101022710896,-1.4633573079858593,3.0,14.2399386804764,-0.00877192982456143,0.07894736842105221,0.010430394013514532,-0.009498962695156904,6.0,1.3723259390055491,0.008802737737466345,0.0009209132897759341,0.06413149597477633,1.4963986523687466e-13,0.00237803420909073,0.05558177330192201,0.03810784234872585,0.030766338891239246,0.06413149597477633,285.7369541282638,42.0,216.20438599177237,0.2456140350877193,4.421052631578948,0.5079906216180153,0.19735058693241445
P9,0,611,924,1.0,0.7494909178350044,-0.0009157568955043653,9.23011061170194e-05,-0.037627438741377375,-1.212817069447988e-13,0.0011947645318607487,0.004528045710226587,0.0237846376534148,0.012797612058483634,-0.037627438741377375,-5.1190602638665155,3.0,14.994727123676853,-0.00877192982456143,0.07894736842105221,-0.0015843303535284514,-0.006014512082214291,6.0,1.3723259390055491,0.008802737737466345,0.0009209132897759341,0.06413149597477633,1.4963986523687466e-13,0.00237803420909073,0.05558177330192201,0.03810784234872585,0.030766338891239246,0.06413149597477633,285.7369541282638,42.0,216.20438599177237,0.2456140350877193,4.421052631578948,0.5079906216180153,0.19735058693241445
