,F1,Acc,precision,Auc
train tissue 0,0.0,50.0,0.0,0.4844683393070494
train tissue 1,0.0,50.0,0.0,0.46653005464480835
train tissue 2,0.0,49.999999999999986,0.0,0.5149572649572649
train tissue 3,0.0,50.000000000000014,0.0,0.5694736842105265
train tissue 4,0.0,50.00000000000002,0.0,0.45071428571428573
train tissue 5,0.0,49.999999999999986,0.0,0.5457516339869282
train tissue 6,0.0,49.999999999999986,0.0,0.532131661442006
train tissue 7,0.0,50.00000000000002,0.0,0.4538123167155429
train tissue 8,0.0,49.99999999999999,0.0,0.4548494983277591
train tissue 9,0.0,50.000000000000014,0.0,0.48900293255132
train tissue 10,0.0,49.999999999999986,0.0,0.5475040257648953
train tissue 11,0.0,50.0,0.0,0.46809895833333326
train tissue 12,0.0,50.0,0.0,0.5405679513184585
train tissue 13,0.0,49.999999999999986,0.0,0.5104895104895102
train tissue 14,0.0,49.99999999999998,0.0,0.6061538461538458
train tissue 15,0.0,50.000000000000014,0.0,0.43754313319530724
train tissue 16,0.0,50.000000000000014,0.0,0.6026143790849674
train tissue 17,0.0,49.999999999999964,0.0,0.524119947848761
train tissue 18,0.0,49.999999999999986,0.0,0.5033161385408988
train mean,0.0,50.0,0.0,0.5106368190835509
train std,0.0,1.572008455159306e-14,0.0,0.048899308279379036
test tissue 0,0.0,50.000000000000014,0.0,0.5086788813886212
test tissue 1,0.0,50.000000000000014,0.0,0.4096153846153848
test tissue 2,0.0,49.999999999999986,0.0,0.5555555555555554
test tissue 3,0.0,49.999999999999986,0.0,0.48148148148148134
test tissue 4,0.0,50.0,0.0,0.5021037868162693
test tissue 5,0.0,49.99999999999999,0.0,0.4707287933094387
test tissue 6,0.0,50.000000000000014,0.0,0.4227150537634412
test tissue 7,0.0,50.0,0.0,0.625
test mean,0.0,50.0,0.0,0.496984867116274
test std,0.0,1.1512108063996359e-14,0.0,0.06525002023564354
