,F1,Acc,precision,Auc
train tissue 0,0.0,50.000000000000014,0.0,0.5923520923520927
train tissue 1,0.0,50.0,0.0,0.45238095238095294
train tissue 2,0.0,50.0,0.0,0.5706845238095241
train tissue 3,0.0,50.000000000000014,0.0,0.3935064935064936
train tissue 4,0.0,50.0,0.0,0.5044642857142857
train tissue 5,0.0,49.99999999999999,0.0,0.6241830065359477
train tissue 6,0.0,50.0,0.0,0.4946524064171126
train tissue 7,0.0,50.000000000000014,0.0,0.41874619598295815
train tissue 8,0.0,50.000000000000014,0.0,0.5960784313725491
train tissue 9,0.0,49.999999999999986,0.0,0.6122033898305084
train tissue 10,0.0,50.0,0.0,0.6384615384615385
train tissue 11,0.0,50.0,0.0,0.5976562499999999
train tissue 12,0.0,49.999999999999986,0.0,0.6245454545454546
train tissue 13,0.0,50.000000000000014,0.0,0.6138691883372734
train tissue 14,0.0,50.00000000000002,0.0,0.4867021276595747
train tissue 15,0.0,49.99999999999998,0.0,0.6052955665024631
train tissue 16,0.0,49.999999999999986,0.0,0.41666666666666635
train tissue 17,0.0,50.000000000000014,0.0,0.5881147540983602
train tissue 18,0.0,50.0,0.0,0.46526315789473677
train mean,0.0,50.0,0.0,0.5418856043193943
train std,0.0,1.2089121657132305e-14,0.0,0.08015057072652425
test tissue 0,0.0,50.000000000000014,0.0,0.46817743490838976
test tissue 1,0.0,49.99999999999998,0.0,0.6360837438423645
test tissue 2,0.0,50.000000000000014,0.0,0.6367346938775514
test tissue 3,0.0,50.000000000000014,0.0,0.5111111111111111
test tissue 4,0.0,50.0,0.0,0.4961685823754793
test tissue 5,0.0,49.99999999999999,0.0,0.45221027479092024
test tissue 6,0.0,49.99999999999999,0.0,0.4689265536723163
test tissue 7,0.0,50.00000000000002,0.0,0.5009107468123867
test mean,0.0,50.0,0.0,0.5212903926738149
test std,0.0,1.4210854715202004e-14,0.0,0.06891115099209445
