plant,time point,cell,label,isCellTest
P1,0,332,1,False
P1,0,340,0,False
P1,0,346,1,False
P1,0,351,0,False
P1,0,369,0,False
P1,0,376,1,False
P1,0,389,0,False
P1,0,390,0,False
P1,0,398,0,False
P1,0,413,1,False
P1,0,422,1,False
P1,0,428,1,False
P1,0,431,0,False
P1,0,436,0,False
P1,0,438,0,False
P1,0,439,0,False
P1,0,441,1,False
P1,0,442,0,False
P1,0,447,1,False
P1,0,448,1,False
P1,0,449,1,False
P1,0,457,1,False
P1,0,461,1,False
P1,0,462,0,False
P1,0,466,0,False
P1,0,467,0,False
P1,0,471,0,False
P1,0,498,0,False
P1,0,502,0,False
P1,0,515,0,False
P1,0,550,0,False
P1,0,559,0,False
P1,0,560,0,False
P1,0,569,1,False
P1,0,570,0,False
P1,0,571,0,False
P1,0,574,0,False
P1,0,576,0,False
P1,0,580,0,False
P1,0,583,0,False
P1,0,587,0,False
P1,0,589,0,False
P1,0,600,1,False
P1,0,601,0,False
P1,0,602,0,False
P1,0,605,0,False
P1,0,610,0,False
P1,0,617,0,False
P1,0,618,0,False
P1,0,619,1,False
P1,0,635,0,False
P1,0,647,1,False
P1,0,653,0,False
P1,0,662,0,False
P1,0,666,0,False
P1,0,667,1,False
P1,0,669,1,False
P1,0,683,1,False
P1,0,685,0,False
P1,0,686,0,False
P1,0,690,1,False
P1,0,693,0,False
P1,0,696,0,False
P1,0,698,0,False
P1,0,700,0,False
P1,0,706,1,False
P1,0,708,1,False
P1,0,709,1,False
P1,0,714,0,False
P1,0,716,0,False
P1,0,717,0,False
P1,0,726,0,False
P1,0,728,0,False
P1,0,738,0,False
P1,0,739,0,False
P1,0,740,0,False
P1,0,741,0,False
P1,0,746,0,False
P1,0,747,1,False
P1,0,753,0,False
P1,0,754,1,False
P1,0,758,1,False
P1,0,761,0,False
P1,0,764,0,False
P1,0,767,0,False
P1,1,4935,0,False
P1,1,4939,0,False
P1,1,4944,1,False
P1,1,4946,1,False
P1,1,4952,0,False
P1,1,4953,1,False
P1,1,4989,0,False
P1,1,4990,0,False
P1,1,4997,0,False
P1,1,5000,1,False
P1,1,5005,0,False
P1,1,5017,1,False
P1,1,5019,0,False
P1,1,5024,0,False
P1,1,5025,0,False
P1,1,5028,0,False
P1,1,5032,0,False
P1,1,5046,0,False
P1,1,5048,0,False
P1,1,5053,0,False
P1,1,5072,0,False
P1,1,5085,0,False
P1,1,5090,0,False
P1,1,5091,0,False
P1,1,5100,0,False
P1,1,5107,0,False
P1,1,5108,0,False
P1,1,5114,0,False
P1,1,5119,1,False
P1,1,5126,0,False
P1,1,5127,0,False
P1,1,5128,1,False
P1,1,5132,0,False
P1,1,5135,0,False
P1,1,5136,0,False
P1,1,5138,1,False
P1,1,5142,0,False
P1,1,5150,0,False
P1,1,5151,0,False
P1,1,5152,1,False
P1,1,5153,0,False
P1,1,5156,0,False
P1,1,5160,0,False
P1,1,5167,1,False
P1,1,5168,0,False
P1,1,5169,1,False
P1,1,5172,0,False
P1,1,5175,0,False
P1,1,5181,0,False
P1,1,5196,1,False
P1,1,5198,0,False
P1,1,5204,1,False
P1,1,5212,1,False
P1,1,5213,0,False
P1,1,5215,1,False
P1,1,5216,0,False
P1,1,5218,0,False
P1,1,5232,0,False
P1,1,5235,0,False
P1,1,5245,1,False
P1,1,5246,1,False
P1,1,5247,0,False
P1,1,5249,1,False
P1,1,5256,1,False
P1,1,5260,1,False
P1,1,5261,0,False
P1,1,5262,0,False
P1,1,5263,1,False
P1,1,5267,0,False
P1,1,5269,0,False
P1,1,5270,1,False
P1,1,5274,0,False
P1,1,5275,0,False
P1,1,5276,0,False
P1,1,5279,0,False
P1,1,5282,0,False
P1,1,5283,0,False
P1,1,5288,1,False
P1,1,5289,1,False
P1,1,5290,0,False
P1,1,5291,0,False
P1,1,5296,0,False
P1,1,5303,0,False
P1,1,5305,0,False
P1,1,5306,0,False
P1,2,5495,0,False
P1,2,5498,1,False
P1,2,5501,0,False
P1,2,5511,0,False
P1,2,5519,0,False
P1,2,5532,0,False
P1,2,5541,0,False
P1,2,5549,0,False
P1,2,5560,1,False
P1,2,5563,0,False
P1,2,5564,0,False
P1,2,5571,0,False
P1,2,5572,0,False
P1,2,5574,0,False
P1,2,5575,0,False
P1,2,5579,1,False
P1,2,5581,1,False
P1,2,5588,0,False
P1,2,5593,0,False
P1,2,5601,1,False
P1,2,5644,0,False
P1,2,5645,0,False
P1,2,5646,0,False
P1,2,5650,0,False
P1,2,5655,0,False
P1,2,5656,1,False
P1,2,5664,0,False
P1,2,5668,1,False
P1,2,5675,0,False
P1,2,5677,0,False
P1,2,5682,0,False
P1,2,5683,1,False
P1,2,5685,1,False
P1,2,5691,1,False
P1,2,5699,0,False
P1,2,5701,0,False
P1,2,5706,0,False
P1,2,5723,0,False
P1,2,5724,1,False
P1,2,5725,0,False
P1,2,5726,1,False
P1,2,5727,1,False
P1,2,5737,0,False
P1,2,5741,1,False
P1,2,5745,0,False
P1,2,5751,0,False
P1,2,5764,0,False
P1,2,5766,0,False
P1,2,5776,0,False
P1,2,5778,0,False
P1,2,5781,1,False
P1,2,5788,0,False
P1,2,5789,0,False
P1,2,5790,1,False
P1,2,5797,0,False
P1,2,5799,1,False
P1,2,5807,0,False
P1,2,5808,0,False
P1,2,5809,0,False
P1,2,5810,1,False
P1,2,5812,0,False
P1,2,5822,0,False
P1,2,5823,0,False
P1,2,5824,1,False
P1,2,5826,0,False
P1,2,5830,1,False
P1,2,5833,0,False
P1,2,5837,0,False
P1,2,5838,0,False
P1,2,5842,0,False
P1,2,5843,0,False
P1,2,5844,1,False
P1,2,5845,0,False
P1,2,5848,0,False
P1,2,5849,0,False
P1,2,5850,0,False
P1,2,5861,0,False
P1,2,5862,0,False
P1,2,5863,0,False
P1,2,5864,0,False
P1,3,5884,0,False
P1,3,5891,0,False
P1,3,5898,0,False
P1,3,5907,1,False
P1,3,5915,0,False
P1,3,5921,0,False
P1,3,5923,0,False
P1,3,5932,0,False
P1,3,5936,0,False
P1,3,5937,0,False
P1,3,5938,0,False
P1,3,5947,1,False
P1,3,5953,0,False
P1,3,5954,0,False
P1,3,5962,0,False
P1,3,5966,0,False
P1,3,5968,0,False
P1,3,5975,0,False
P1,3,5978,1,False
P1,3,5981,0,False
P1,3,5993,1,False
P1,3,6006,0,False
P1,3,6009,0,False
P1,3,6024,0,False
P1,3,6044,1,False
P1,3,6055,0,False
P1,3,6057,1,False
P1,3,6059,1,False
P1,3,6070,1,False
P1,3,6076,0,False
P1,3,6077,0,False
P1,3,6082,0,False
P1,3,6084,0,False
P1,3,6089,0,False
P1,3,6090,1,False
P1,3,6095,0,False
P1,3,6097,0,False
P1,3,6107,0,False
P1,3,6108,0,False
P1,3,6109,0,False
P1,3,6114,1,False
P1,3,6121,1,False
P1,3,6128,0,False
P1,3,6130,1,False
P1,3,6132,0,False
P1,3,6136,1,False
P1,3,6137,0,False
P1,3,6138,0,False
P1,3,6147,0,False
P1,3,6153,0,False
P1,3,6155,0,False
P1,3,6162,0,False
P1,3,6164,0,False
P1,3,6165,1,False
P1,3,6166,0,False
P1,3,6171,0,False
P1,3,6172,0,False
P1,3,6175,0,False
P1,3,6177,1,False
P1,3,6178,0,False
P1,3,6180,0,False
P1,3,6190,0,False
P1,3,6192,0,False
P1,3,6193,1,False
P1,3,6195,1,False
P1,3,6198,0,False
P1,3,6200,1,False
P1,3,6201,1,False
P1,3,6206,0,False
P2,0,4,1,True
P2,0,6,1,True
P2,0,9,0,True
P2,0,11,0,True
P2,0,13,0,True
P2,0,27,1,True
P2,0,33,0,True
P2,0,34,0,True
P2,0,39,1,True
P2,0,42,0,True
P2,0,45,1,True
P2,0,63,0,True
P2,0,65,0,True
P2,0,71,0,True
P2,0,72,0,True
P2,0,73,1,True
P2,0,74,0,True
P2,0,80,0,True
P2,0,82,0,True
P2,0,86,1,True
P2,0,91,0,True
P2,0,94,1,True
P2,0,95,0,True
P2,0,104,0,True
P2,0,105,0,True
P2,0,106,0,True
P2,0,111,0,True
P2,0,112,0,True
P2,0,128,0,True
P2,0,135,0,True
P2,0,147,1,True
P2,0,149,1,True
P2,0,155,1,True
P2,0,162,0,True
P2,0,165,0,True
P2,0,180,1,True
P2,0,182,0,True
P2,0,202,0,True
P2,0,214,0,True
P2,0,215,0,True
P2,0,220,1,True
P2,0,229,0,True
P2,0,233,0,True
P2,0,236,0,True
P2,0,240,0,True
P2,0,242,1,True
P2,0,249,0,True
P2,0,251,1,True
P2,0,257,0,True
P2,0,260,0,True
P2,0,262,0,True
P2,0,264,1,True
P2,0,265,0,True
P2,0,270,0,True
P2,0,283,0,True
P2,0,288,0,True
P2,0,296,0,True
P2,0,305,0,True
P2,0,306,0,True
P2,0,307,0,True
P2,0,311,0,True
P2,0,313,1,True
P2,0,323,0,True
P2,0,324,1,True
P2,0,325,1,True
P2,0,337,1,True
P2,0,338,1,True
P2,0,339,0,True
P2,0,341,0,True
P2,0,348,0,True
P2,0,350,1,True
P2,0,361,1,True
P2,0,362,0,True
P2,0,363,0,True
P2,0,366,0,True
P2,0,374,0,True
P2,0,377,0,True
P2,0,379,0,True
P2,0,381,1,True
P2,0,383,1,True
P2,0,384,0,True
P2,0,392,0,True
P2,0,394,0,True
P2,0,396,0,True
P2,0,398,1,True
P2,0,408,0,True
P2,0,409,0,True
P2,0,415,1,True
P2,0,416,0,True
P2,0,417,0,True
P2,0,418,0,True
P2,0,419,0,True
P2,0,429,0,True
P2,0,430,0,True
P2,0,431,0,True
P2,1,467,0,True
P2,1,469,0,True
P2,1,470,1,True
P2,1,471,0,True
P2,1,478,0,True
P2,1,486,0,True
P2,1,488,0,True
P2,1,489,1,True
P2,1,490,1,True
P2,1,491,0,True
P2,1,492,0,True
P2,1,500,0,True
P2,1,505,1,True
P2,1,506,1,True
P2,1,513,0,True
P2,1,521,0,True
P2,1,524,0,True
P2,1,527,0,True
P2,1,540,0,True
P2,1,541,0,True
P2,1,553,1,True
P2,1,559,1,True
P2,1,560,0,True
P2,1,564,0,True
P2,1,568,0,True
P2,1,572,0,True
P2,1,581,1,True
P2,1,593,0,True
P2,1,596,1,True
P2,1,597,1,True
P2,1,598,1,True
P2,1,599,1,True
P2,1,600,0,True
P2,1,615,0,True
P2,1,617,0,True
P2,1,619,0,True
P2,1,623,0,True
P2,1,625,1,True
P2,1,626,1,True
P2,1,629,0,True
P2,1,631,1,True
P2,1,634,0,True
P2,1,636,1,True
P2,1,637,0,True
P2,1,638,0,True
P2,1,652,1,True
P2,1,654,0,True
P2,1,655,0,True
P2,1,656,0,True
P2,1,657,0,True
P2,1,658,0,True
P2,1,659,0,True
P2,1,664,0,True
P2,1,665,1,True
P2,1,666,1,True
P2,1,668,0,True
P2,1,685,0,True
P2,1,687,1,True
P2,1,691,1,True
P2,1,693,0,True
P2,1,694,0,True
P2,1,697,1,True
P2,1,698,1,True
P2,1,709,1,True
P2,1,710,0,True
P2,1,712,1,True
P2,1,713,0,True
P2,1,714,0,True
P2,1,715,0,True
P2,1,731,0,True
P2,1,732,0,True
P2,1,734,0,True
P2,1,735,0,True
P2,1,736,0,True
P2,1,741,0,True
P2,1,758,0,True
P2,1,761,0,True
P2,1,763,0,True
P2,1,769,1,True
P2,1,772,0,True
P2,1,773,0,True
P2,1,776,0,True
P2,1,777,1,True
P2,1,778,0,True
P2,1,779,1,True
P2,1,783,0,True
P2,2,457,0,True
P2,2,461,1,True
P2,2,464,0,True
P2,2,496,0,True
P2,2,497,0,True
P2,2,504,1,True
P2,2,509,0,True
P2,2,510,0,True
P2,2,513,1,True
P2,2,522,0,True
P2,2,523,1,True
P2,2,525,0,True
P2,2,528,0,True
P2,2,531,1,True
P2,2,532,0,True
P2,2,534,0,True
P2,2,536,0,True
P2,2,538,1,True
P2,2,539,1,True
P2,2,541,0,True
P2,2,561,0,True
P2,2,568,0,True
P2,2,571,0,True
P2,2,597,0,True
P2,2,600,0,True
P2,2,603,1,True
P2,2,625,0,True
P2,2,626,0,True
P2,2,629,1,True
P2,2,631,0,True
P2,2,634,0,True
P2,2,637,0,True
P2,2,640,1,True
P2,2,642,0,True
P2,2,643,1,True
P2,2,657,0,True
P2,2,658,1,True
P2,2,662,0,True
P2,2,663,0,True
P2,2,664,0,True
P2,2,665,0,True
P2,2,666,1,True
P2,2,667,0,True
P2,2,668,1,True
P2,2,669,0,True
P2,2,672,0,True
P2,2,674,0,True
P2,2,675,0,True
P2,2,684,1,True
P2,2,686,0,True
P2,2,688,1,True
P2,2,691,0,True
P2,2,696,0,True
P2,2,698,0,True
P2,2,699,1,True
P2,2,700,1,True
P2,2,701,1,True
P2,2,704,0,True
P2,2,708,1,True
P2,3,1010,0,True
P2,3,1018,1,True
P2,3,1032,1,True
P2,3,1033,1,True
P2,3,1048,1,True
P2,3,1075,1,True
P2,3,1096,0,True
P2,3,1103,1,True
P2,3,1105,1,True
P2,3,1118,1,True
P2,3,1135,0,True
P2,3,1173,0,True
P2,3,1191,1,True
P2,3,1194,0,True
P2,3,1196,0,True
P2,3,1198,0,True
P2,3,1200,0,True
P2,3,1216,1,True
P2,3,1222,0,True
P2,3,1234,1,True
P2,3,1235,0,True
P2,3,1238,1,True
P2,3,1255,0,True
P2,3,1278,0,True
P2,3,1280,0,True
P2,3,1282,1,True
P2,3,1291,0,True
P2,3,1298,0,True
P2,3,1300,0,True
P2,3,1308,0,True
P2,3,1310,1,True
P2,3,1326,0,True
P2,3,1332,0,True
P2,3,1336,0,True
P2,3,1343,0,True
P2,3,1345,0,True
P2,3,1354,1,True
P2,3,1429,1,True
P2,3,1431,0,True
P5,0,3,0,False
P5,0,4,0,False
P5,0,9,0,False
P5,0,23,1,False
P5,0,25,0,False
P5,0,30,0,False
P5,0,38,0,False
P5,0,48,0,False
P5,0,50,0,False
P5,0,52,0,False
P5,0,81,0,False
P5,0,90,1,False
P5,0,104,0,False
P5,0,108,0,False
P5,0,110,1,False
P5,0,115,1,False
P5,0,116,0,False
P5,0,122,1,False
P5,0,123,1,False
P5,0,137,1,False
P5,0,144,0,False
P5,0,151,1,False
P5,0,152,0,False
P5,0,153,1,False
P5,0,164,0,False
P5,0,178,0,False
P5,0,197,0,False
P5,0,198,0,False
P5,0,217,0,False
P5,0,224,1,False
P5,0,249,0,False
P5,0,250,0,False
P5,0,252,0,False
P5,0,284,0,False
P5,0,290,0,False
P5,0,291,0,False
P5,0,295,0,False
P5,0,296,1,False
P5,0,339,0,False
P5,0,345,0,False
P5,0,347,0,False
P5,0,380,0,False
P5,0,381,1,False
P5,0,382,0,False
P5,0,383,1,False
P5,0,388,0,False
P5,0,390,0,False
P5,0,391,0,False
P5,0,399,0,False
P5,0,410,0,False
P5,0,412,1,False
P5,0,418,0,False
P5,0,419,0,False
P5,0,421,0,False
P5,0,424,1,False
P5,0,427,0,False
P5,0,428,0,False
P5,0,438,0,False
P5,0,439,0,False
P5,0,440,0,False
P5,0,443,1,False
P5,0,454,0,False
P5,0,458,0,False
P5,0,462,0,False
P5,0,464,0,False
P5,0,466,0,False
P5,0,468,1,False
P5,0,470,1,False
P5,0,471,0,False
P5,0,473,0,False
P5,0,484,0,False
P5,0,485,0,False
P5,0,486,0,False
P5,0,488,0,False
P5,0,489,0,False
P5,0,491,0,False
P5,0,493,0,False
P5,0,494,1,False
P5,0,501,1,False
P5,0,522,0,False
P5,0,525,0,False
P5,0,527,1,False
P5,0,528,1,False
P5,0,529,1,False
P5,0,530,0,False
P5,0,538,0,False
P5,0,539,0,False
P5,0,541,1,False
P5,1,573,1,False
P5,1,585,0,False
P5,1,589,0,False
P5,1,591,0,False
P5,1,595,0,False
P5,1,596,0,False
P5,1,599,1,False
P5,1,600,0,False
P5,1,612,1,False
P5,1,616,0,False
P5,1,629,0,False
P5,1,642,0,False
P5,1,646,0,False
P5,1,648,0,False
P5,1,649,0,False
P5,1,653,0,False
P5,1,654,0,False
P5,1,660,0,False
P5,1,670,1,False
P5,1,672,1,False
P5,1,674,0,False
P5,1,681,0,False
P5,1,717,0,False
P5,1,718,1,False
P5,1,724,1,False
P5,1,727,1,False
P5,1,736,0,False
P5,1,738,0,False
P5,1,739,0,False
P5,1,752,1,False
P5,1,771,0,False
P5,1,772,0,False
P5,1,775,1,False
P5,1,783,0,False
P5,1,814,0,False
P5,1,827,0,False
P5,1,836,0,False
P5,1,850,0,False
P5,1,868,0,False
P5,1,875,0,False
P5,1,883,1,False
P5,1,885,1,False
P5,1,886,1,False
P5,1,888,1,False
P5,1,896,0,False
P5,1,903,0,False
P5,1,905,1,False
P5,1,907,0,False
P5,1,908,0,False
P5,1,909,0,False
P5,1,925,0,False
P5,1,927,0,False
P5,1,928,1,False
P5,1,930,0,False
P5,1,932,0,False
P5,1,936,0,False
P5,1,938,0,False
P5,1,948,0,False
P5,1,949,0,False
P5,1,950,1,False
P5,1,952,0,False
P5,1,954,0,False
P5,1,955,1,False
P5,1,967,1,False
P5,1,968,0,False
P5,1,979,1,False
P5,1,982,1,False
P5,1,996,0,False
P5,1,997,0,False
P5,1,998,1,False
P5,1,999,0,False
P5,1,1000,0,False
P5,1,1001,1,False
P5,1,1002,0,False
P5,1,1003,1,False
P5,2,400,1,False
P5,2,468,0,False
P5,2,490,0,False
P5,2,501,0,False
P5,2,508,1,False
P5,2,516,0,False
P5,2,544,0,False
P5,2,558,0,False
P5,2,567,0,False
P5,2,580,1,False
P5,2,589,0,False
P5,2,646,0,False
P5,2,650,0,False
P5,2,655,0,False
P5,2,692,1,False
P5,2,694,1,False
P5,2,698,0,False
P5,2,702,0,False
P5,2,705,0,False
P5,2,708,1,False
P5,2,712,0,False
P5,2,740,1,False
P5,2,755,0,False
P5,2,757,1,False
P5,2,771,0,False
P5,2,773,1,False
P5,2,778,0,False
P5,2,817,0,False
P5,2,825,1,False
P5,2,829,1,False
P5,2,836,0,False
P5,2,847,1,False
P5,2,848,0,False
P5,2,854,0,False
P5,2,859,0,False
P5,2,869,1,False
P5,2,871,0,False
P5,2,872,0,False
P5,2,873,0,False
P5,2,878,0,False
P5,2,884,0,False
P5,2,892,1,False
P5,2,900,0,False
P5,2,914,0,False
P5,2,916,0,False
P5,2,918,0,False
P5,2,919,0,False
P5,2,920,0,False
P5,2,923,0,False
P5,2,927,1,False
P5,2,931,0,False
P5,2,939,0,False
P5,2,941,0,False
P5,2,945,0,False
P5,2,948,0,False
P5,2,960,0,False
P5,2,961,1,False
P5,2,967,0,False
P5,2,969,0,False
P5,2,970,0,False
P5,2,978,0,False
P5,2,979,1,False
P5,2,981,1,False
P5,2,982,0,False
P5,2,983,0,False
P5,2,984,0,False
P5,2,985,0,False
P5,2,986,0,False
P5,2,991,0,False
P5,2,992,0,False
P5,2,1005,0,False
P5,2,1016,0,False
P5,2,1017,0,False
P5,2,1018,0,False
P5,3,1048,0,False
P5,3,1049,1,False
P5,3,1051,0,False
P5,3,1055,0,False
P5,3,1063,0,False
P5,3,1067,1,False
P5,3,1079,0,False
P5,3,1087,1,False
P5,3,1089,0,False
P5,3,1096,0,False
P5,3,1098,0,False
P5,3,1100,0,False
P5,3,1102,0,False
P5,3,1117,1,False
P5,3,1118,1,False
P5,3,1123,0,False
P5,3,1124,0,False
P5,3,1127,0,False
P5,3,1131,0,False
P5,3,1135,1,False
P5,3,1136,1,False
P5,3,1137,0,False
P5,3,1138,0,False
P5,3,1139,0,False
P5,3,1142,0,False
P5,3,1149,0,False
P5,3,1155,0,False
P5,3,1157,0,False
P5,3,1167,1,False
P5,3,1170,0,False
P5,3,1171,0,False
P5,3,1177,1,False
P5,3,1202,1,False
P5,3,1204,1,False
P5,3,1205,1,False
P5,3,1207,0,False
P5,3,1214,1,False
P5,3,1217,0,False
P5,3,1232,1,False
P5,3,1240,0,False
P5,3,1242,1,False
P5,3,1244,0,False
P5,3,1246,1,False
P5,3,1252,0,False
P5,3,1256,0,False
P5,3,1271,0,False
P5,3,1273,0,False
P5,3,1276,0,False
P5,3,1281,1,False
P5,3,1282,0,False
P5,3,1284,0,False
P5,3,1305,1,False
P5,3,1310,0,False
P5,3,1315,0,False
P5,3,1318,0,False
P5,3,1321,1,False
P5,3,1323,0,False
P5,3,1332,0,False
P5,3,1334,0,False
P5,3,1344,1,False
P5,3,1345,0,False
P5,3,1348,0,False
P5,3,1350,0,False
P6,0,816,0,False
P6,0,819,0,False
P6,0,848,1,False
P6,0,853,0,False
P6,0,861,1,False
P6,0,863,1,False
P6,0,865,0,False
P6,0,868,0,False
P6,0,877,0,False
P6,0,879,0,False
P6,0,886,0,False
P6,0,890,0,False
P6,0,903,0,False
P6,0,909,0,False
P6,0,914,1,False
