plant,time point,dividing parent cell,parent neighbor,label,isCellTest
P1,0,700,353,1,False
P1,0,700,428,2,False
P1,0,700,538,0,False
P1,0,700,560,2,False
P1,0,700,687,0,False
P1,0,700,709,0,False
P1,0,700,717,0,False
P1,0,580,439,2,False
P1,0,580,442,0,False
P1,0,580,602,1,False
P1,0,580,717,2,False
P1,0,580,740,2,False
P1,0,580,753,2,False
P1,0,390,610,1,False
P1,0,390,653,1,False
P1,0,390,753,0,False
P1,0,390,754,1,False
P1,0,384,484,1,False
P1,0,384,592,2,False
P1,0,384,615,0,False
P1,0,384,630,2,False
P1,0,384,745,0,False
P1,0,384,751,1,False
P1,0,369,436,0,False
P1,0,369,461,1,False
P1,0,369,587,2,False
P1,0,369,600,2,False
P1,0,369,726,0,False
P1,0,369,738,1,False
P1,0,369,746,1,False
P1,0,352,353,1,False
P1,0,352,525,2,False
P1,0,352,551,1,False
P1,0,623,472,2,False
P1,0,623,476,1,False
P1,0,678,410,0,False
P1,0,678,532,0,False
P1,0,678,542,2,False
P1,0,678,671,1,False
P1,0,678,694,0,False
P1,0,678,695,0,False
P1,0,657,456,0,False
P1,0,657,652,1,False
P1,0,622,401,1,False
P1,0,622,472,0,False
P1,0,622,741,1,False
P1,0,622,754,0,False
P1,0,449,439,1,False
P1,0,449,741,0,False
P1,0,449,753,2,False
P1,0,449,754,0,False
P1,0,767,401,1,False
P1,0,767,653,2,False
P1,0,767,754,0,False
P1,0,552,397,2,False
P1,0,552,539,0,False
P1,0,552,568,0,False
P1,0,419,430,1,False
P1,0,419,542,2,False
P1,0,419,553,0,False
P1,0,419,665,0,False
P1,0,419,671,2,False
P1,0,419,697,2,False
P1,0,693,372,1,False
P1,0,693,413,2,False
P1,0,693,653,2,False
P1,0,693,696,0,False
P1,0,626,387,2,False
P1,0,626,456,1,False
P1,0,626,573,0,False
P1,0,626,670,2,False
P1,0,755,472,2,False
P1,0,540,353,0,False
P1,0,540,519,0,False
P1,0,540,525,0,False
P1,0,540,674,1,False
P1,0,540,687,1,False
P1,0,471,340,2,False
P1,0,471,467,1,False
