,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.541,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.542
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5428,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5376
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5442,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5476
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5439,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5458
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5475,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5169
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5466,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5256
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5443,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5359
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111
test mean,16.666666666666668,50.0,0.0,0.0,33.33333333333333,11.11111111111111,33.333333333333336,0.0,0.0,0.5369697018400692,16.66666666666666,49.99999999999999,0.0,0.0,33.33333333333333,11.111111111111107,33.33333333333332,0.0,0.0,0.5426130268721836
test std,1.1839262103664666e-14,3.552713678800501e-14,0.0,0.0,4.312830829653677e-15,1.0437712532471993e-14,3.148239903370904e-14,0.0,0.0,0.03735578515751648,1.1234667099445444e-14,3.236676199642936e-14,0.0,0.0,6.153480596427404e-15,9.850375187889264e-15,2.95110562224397e-14,0.0,0.0,0.055633498027997524
