,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5398,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5277
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5325,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5601
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5369,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5355
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5416,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5169
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5384,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5404
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5413,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5134
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5384,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5323
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156
test mean,16.666666666666668,49.99999999999999,0.0,0.0,33.33333333333333,11.111111111111109,33.33333333333334,0.0,0.0,0.5355311194331315,16.66666666666665,49.99999999999996,0.0,0.0,33.33333333333333,11.111111111111098,33.3333333333333,0.0,0.0,0.5647974223609556
test std,1.2143947886964831e-14,3.763370773438086e-14,0.0,0.0,7.817669771557416e-15,1.133034565121324e-14,3.395926391197395e-14,0.0,0.0,0.04332937907513653,1.109334490649587e-14,3.32325934484418e-14,0.0,0.0,5.0242958677880805e-15,1.0068198762484779e-14,3.10735538358669e-14,0.0,0.0,0.0305282707743389
