,F1,Acc,precision,Auc
train tissue 0,0.0,49.999999999999986,0.0,0.4562807881773397
train tissue 1,0.0,49.999999999999964,0.0,0.5560625814863098
train tissue 2,0.0,50.0,0.0,0.5972540045766589
train tissue 3,0.0,50.000000000000014,0.0,0.4856887298747764
train tissue 4,0.0,50.0,0.0,0.5641233766233766
train tissue 5,0.0,50.0,0.0,0.5982456140350876
train tissue 6,0.0,50.0,0.0,0.5659536541889485
train tissue 7,0.0,49.999999999999986,0.0,0.5313681027966739
train tissue 8,0.0,49.999999999999986,0.0,0.5673076923076921
train tissue 9,0.0,50.00000000000002,0.0,0.5019893899204246
train tissue 10,0.0,50.000000000000014,0.0,0.3677685950413226
train tissue 11,0.0,50.000000000000014,0.0,0.5024813895781638
train tissue 12,0.0,50.0,0.0,0.5582627118644068
train tissue 13,0.0,49.999999999999986,0.0,0.5810113519091845
train tissue 14,0.0,50.0,0.0,0.4476744186046513
train tissue 15,0.0,50.0,0.0,0.6070381231671551
train tissue 16,0.0,50.000000000000014,0.0,0.5205673758865251
train tissue 17,0.0,50.00000000000002,0.0,0.6327561327561331
train tissue 18,0.0,49.999999999999986,0.0,0.5726315789473683
train mean,0.0,50.0,0.0,0.5376034532495895
train std,0.0,1.4488617559270878e-14,0.0,0.0634323761388775
test tissue 0,0.0,50.0,0.0,0.4994959677419355
test tissue 1,0.0,50.000000000000036,0.0,0.4901098901098902
test tissue 2,0.0,50.000000000000014,0.0,0.4763157894736842
test tissue 3,0.0,50.0,0.0,0.4740740740740739
test tissue 4,0.0,50.000000000000014,0.0,0.4660606060606063
test tissue 5,0.0,50.000000000000014,0.0,0.48168249660786966
test tissue 6,0.0,50.000000000000014,0.0,0.5208333333333337
test tissue 7,0.0,49.999999999999986,0.0,0.48684210526315774
test mean,0.0,50.00000000000001,0.0,0.4869267828330689
test std,0.0,1.3987047740492306e-14,0.0,0.016040819383508792
