,F1,c0 F1,c1 F1,c2 F1,Acc,precision,c0 precision,c1 precision,c2 precision,Auc
test tissue 0,53.055942377354846,50.59738289398826,38.816867131558006,69.75357710651826,52.569997052755646,55.049689151793274,44.304217867818025,41.234960723873904,79.6098888636879,0.689972927946689
test tissue 1,64.33541517615897,63.44188081535871,57.04317912603239,72.52118558708585,64.04035576795434,65.95655551347294,56.949556249564495,58.12596107739873,82.7941492134556,0.8302370533437139
test tissue 2,61.04237269255293,53.814527181361385,56.02653888684115,73.28605200945624,61.26344086021505,61.76980193068247,62.06533192834564,51.59538357094369,71.64869029275808,0.791291815879116
test tissue 3,63.45245987659663,62.93336263968866,54.61646356031359,72.8075534297876,63.648358586220475,63.35613488067148,63.848809454984035,56.031621802184794,70.18797338484562,0.8152031206125872
test tissue 4,43.38968890072863,34.236111111111114,29.175939757934216,66.75701583314054,42.61478886225337,44.499580155456364,32.34377562735772,28.943866440842008,72.21109839816936,0.6390516493055556
test tissue 5,70.53701624826043,65.01283147989736,71.30864197530865,75.2895752895753,70.36257309941519,71.43094764355071,63.4390651085142,67.16279069767442,83.69098712446352,0.8672174798339729
test tissue 6,65.10706233413788,57.156895863403314,63.00519006840081,75.15910107060951,65.4700303636474,65.05920661401147,60.901433205875,63.24625333912414,71.02993329703526,0.814452737552073
test tissue 7,64.76824109928646,60.88936713295453,62.70784391134946,70.7075122535554,64.923134775649,64.87366281933859,61.23209072912113,66.28914559373894,67.09975213515571,0.8221374340000771
test mean,60.7110248381346,56.01029488972042,54.08758305221728,72.03519657246609,60.611584921013815,61.49944733862216,55.635535021447524,54.07874790572258,74.78405908869638,0.783695527309223
test std,7.997864446047434,9.470738702531895,12.830418112001695,2.6826955861731947,8.270662825062008,7.719075178949848,10.614717509067289,12.386560398828092,5.889612101751964,0.07273412668937992
