plant,time point,dividing parent cell,parent neighbor,weighted node degree_neighbour,clustering coefficient_neighbour,information centrality_neighbour,betweenness centrality_neighbour,eigenvector centrality_neighbour,page rank_neighbour,katz centrality_neighbour,current flow betweenness centrality_neighbour,communicability betweenness centrality_neighbour,load centrality_neighbour,harmonic centrality_neighbour,size on 2 neighborhood_neighbour,estrada index on 2 neighborhood_neighbour,abs graph density on 2 neighborhood_neighbour,rel graph density on 2 neighborhood_neighbour,avg path length on 2 neighborhood_neighbour,algebraic connectivity on 2 neighborhood_neighbour,weighted node degree_div_cell,clustering coefficient_div_cell,information centrality_div_cell,betweenness centrality_div_cell,eigenvector centrality_div_cell,page rank_div_cell,katz centrality_div_cell,current flow betweenness centrality_div_cell,communicability betweenness centrality_div_cell,load centrality_div_cell,harmonic centrality_div_cell,size on 2 neighborhood_div_cell,estrada index on 2 neighborhood_div_cell,abs graph density on 2 neighborhood_div_cell,rel graph density on 2 neighborhood_div_cell,avg path length on 2 neighborhood_div_cell,algebraic connectivity on 2 neighborhood_div_cell,weighted node degree_difference,clustering coefficient_difference,information centrality_difference,betweenness centrality_difference,eigenvector centrality_difference,page rank_difference,katz centrality_difference,current flow betweenness centrality_difference,communicability betweenness centrality_difference,load centrality_difference,harmonic centrality_difference,size on 2 neighborhood_difference,estrada index on 2 neighborhood_difference,abs graph density on 2 neighborhood_difference,rel graph density on 2 neighborhood_difference,avg path length on 2 neighborhood_difference,algebraic connectivity on 2 neighborhood_difference
P2,0,27,11,1.8181535972020502,0.031370830797675595,0.0016593153571863785,0.1359385096758834,4.242476095930008e-06,0.004059558188384171,0.06934463596503582,0.069610401196581,0.08001769766466103,0.1359385096758834,228.67292643959993,46.0,232.7616054209791,0.21904761904761907,4.380952380952381,0.5877855180719771,0.19646157815617257,2.538729050938315,0.02305492292447678,0.001759266427350705,0.09842533074856306,6.450316044270394e-06,0.005600832237243989,0.08059289761703838,0.09908497779451604,0.11644766872588057,0.09842533074856306,225.18716391732823,52.0,274.11732497996695,0.20553359683794464,4.521739130434782,0.6107832679193623,0.1779571072146309,-0.7205754537362647,0.008315907873198816,-9.995107016432642e-05,0.037513178927320326,-2.207839948340386e-06,-0.0015412740488598186,-0.011248261652002559,-0.029474576597935037,-0.036429971061219535,0.037513178927320326,3.485762522271699,-6.0,-41.35571955898786,0.013514022209674431,-0.14078674948240089,-0.02299774984738523,0.018504470941541673
P2,0,27,42,1.1516254901428375,0.03924036998104442,0.0014295475717577086,0.0927116280651634,1.560548095754874e-06,0.0028293434279824635,0.062885780405751,0.03629238846245332,0.043640875174246835,0.0927116280651634,224.18216208938307,42.0,214.78518295805344,0.2456140350877193,4.421052631578948,0.5628763286459759,0.2107781604066101,2.538729050938315,0.02305492292447678,0.001759266427350705,0.09842533074856306,6.450316044270394e-06,0.005600832237243989,0.08059289761703838,0.09908497779451604,0.11644766872588057,0.09842533074856306,225.18716391732823,52.0,274.11732497996695,0.20553359683794464,4.521739130434782,0.6107832679193623,0.1779571072146309,-1.3871035607954774,0.016185447056567645,-0.0003297188555929963,-0.005713702683399657,-4.88976794851552e-06,-0.0027714888092615258,-0.01770711721128737,-0.06279258933206272,-0.07280679355163373,-0.005713702683399657,-1.005001827945165,-10.0,-59.33214202191351,0.04008043824977467,-0.10068649885583447,-0.047906939273386406,0.0328210531919792
P2,0,27,128,2.0028271720462625,0.02550744960963583,0.0017427572818811278,0.11053293881576709,8.889323273670434e-06,0.004340808289301037,0.07634354922511156,0.0981154892587349,0.11630961806903783,0.11053293881576709,219.61561644929623,54.0,281.5234262460463,0.1956521739130435,4.5,0.6101395269600824,0.15931049561988067,2.538729050938315,0.02305492292447678,0.001759266427350705,0.09842533074856306,6.450316044270394e-06,0.005600832237243989,0.08059289761703838,0.09908497779451604,0.11644766872588057,0.09842533074856306,225.18716391732823,52.0,274.11732497996695,0.20553359683794464,4.521739130434782,0.6107832679193623,0.1779571072146309,-0.5359018788920524,0.002452526685159051,-1.6509145469577194e-05,0.012107608067204026,2.43900722940004e-06,-0.0012600239479429523,-0.0042493483919268105,-0.0009694885357811461,-0.00013805065684273365,0.012107608067204026,-5.5715474680320085,2.0,7.406101266079361,-0.009881422924901156,-0.02173913043478226,-0.0006437409592798815,-0.01864661159475023
P2,0,27,180,2.97070087774194,0.029877033915706428,0.0017890476418955343,0.029588817467605343,3.064180130472185e-05,0.005798466817582227,0.07406738047111126,0.08628032722803937,0.0648753785760788,0.029588817467605343,214.1488031150016,47.0,245.5205366586734,0.22380952380952382,4.476190476190476,0.5859576440885517,0.19416725388359474,2.538729050938315,0.02305492292447678,0.001759266427350705,0.09842533074856306,6.450316044270394e-06,0.005600832237243989,0.08059289761703838,0.09908497779451604,0.11644766872588057,0.09842533074856306,225.18716391732823,52.0,274.11732497996695,0.20553359683794464,4.521739130434782,0.6107832679193623,0.1779571072146309,0.431971826803625,0.00682211099122965,2.9781214544829376e-05,-0.06883651328095772,2.4191485260451457e-05,0.00019763458033823789,-0.006525517145927112,-0.012804650566476672,-0.051572290149801775,-0.06883651328095772,-11.038360802326622,-5.0,-28.59678832129356,0.018275926971579176,-0.045548654244305986,-0.02482562383081066,0.016210146668963837
P2,0,27,262,0.9050094595857356,0.05010742157039039,0.001250140378011293,0.020474101282182088,9.071765231152368e-07,0.002452400413847664,0.05524152395709593,0.019860212297758355,0.014294297147748287,0.020474101282182088,212.1153147285139,32.0,159.00329911390781,0.30476190476190473,4.266666666666667,0.4908092945284005,0.278253415831573,2.538729050938315,0.02305492292447678,0.001759266427350705,0.09842533074856306,6.450316044270394e-06,0.005600832237243989,0.08059289761703838,0.09908497779451604,0.11644766872588057,0.09842533074856306,225.18716391732823,52.0,274.11732497996695,0.20553359683794464,4.521739130434782,0.6107832679193623,0.1779571072146309,-1.6337195913525793,0.02705249864591361,-0.000509126049339412,-0.07795122946638097,-5.543139521155157e-06,-0.0031484318233963252,-0.025351373659942444,-0.0792247654967577,-0.10215337157813228,-0.07795122946638097,-13.071849188814326,-20.0,-115.11402586605914,0.09922830792396009,-0.25507246376811565,-0.11997397339096183,0.10029630861694208
P2,0,27,264,1.608533914332371,0.03064595079276993,0.0015853050508728068,0.051355303880556404,2.3242840215122634e-06,0.0038172600539352914,0.06925277700450802,0.06433553810466286,0.06300220323554184,0.051355303880556404,209.67486950312957,46.0,236.7313626516295,0.21904761904761907,4.380952380952381,0.5889214684816023,0.1756056809585116,2.538729050938315,0.02305492292447678,0.001759266427350705,0.09842533074856306,6.450316044270394e-06,0.005600832237243989,0.08059289761703838,0.09908497779451604,0.11644766872588057,0.09842533074856306,225.18716391732823,52.0,274.11732497996695,0.20553359683794464,4.521739130434782,0.6107832679193623,0.1779571072146309,-0.930195136605944,0.007591027868293153,-0.00017396137647789816,-0.04707002686800666,-4.12603202275813e-06,-0.0017835721833086978,-0.011340120612530355,-0.03474943968985318,-0.053445465490338726,-0.04707002686800666,-15.512294414198664,-6.0,-37.385962328337456,0.013514022209674431,-0.14078674948240089,-0.02186179943776001,-0.00235142625611931
P2,0,27,313,1.1959454572365766,0.04089893722201248,0.0014843455501784653,0.10481923613236743,8.004810467382645e-06,0.0027214107365688784,0.06333854981393873,0.03922771429830535,0.041640386343793544,0.10481923613236743,226.72328070489436,44.0,225.4470642579363,0.23157894736842108,4.4,0.5750433280908219,0.20386994483403054,2.538729050938315,0.02305492292447678,0.001759266427350705,0.09842533074856306,6.450316044270394e-06,0.005600832237243989,0.08059289761703838,0.09908497779451604,0.11644766872588057,0.09842533074856306,225.18716391732823,52.0,274.11732497996695,0.20553359683794464,4.521739130434782,0.6107832679193623,0.1779571072146309,-1.3427835937017383,0.017844014297535703,-0.0002749208771722397,0.006393905383804369,1.5544944231122512e-06,-0.002879421500675111,-0.017254347803099646,-0.05985726349621069,-0.07480728238208703,0.006393905383804369,1.5361167875661295,-8.0,-48.67026072203066,0.026045350530476435,-0.1217391304347819,-0.0357399398285404,0.025912837619399637
P2,0,27,341,1.6670422308417432,0.03333351693477082,0.0015384068776788948,0.055232459272863306,1.8945640868748086e-06,0.003989890233505324,0.06698449565830855,0.04860426488608923,0.03904697575649972,0.055232459272863306,212.43096666726282,40.0,205.44024846298703,0.26143790849673204,4.444444444444445,0.5474153305917816,0.2266930740710264,2.538729050938315,0.02305492292447678,0.001759266427350705,0.09842533074856306,6.450316044270394e-06,0.005600832237243989,0.08059289761703838,0.09908497779451604,0.11644766872588057,0.09842533074856306,225.18716391732823,52.0,274.11732497996695,0.20553359683794464,4.521739130434782,0.6107832679193623,0.1779571072146309,-0.8716868200965717,0.010278594010294038,-0.00022085954967181014,-0.04319287147569976,-4.555751957395585e-06,-0.0016109420037386654,-0.013608401958729824,-0.05048071290842681,-0.07740069296938085,-0.04319287147569976,-12.756197250065412,-12.0,-68.67707651697992,0.0559043116587874,-0.07729468599033762,-0.06336793732758073,0.0487359668563955
P2,0,63,40,1.2105421778698575,0.03678511453877553,0.0014207876621271259,0.04917865523926129,0.007412626947818881,0.0028339740600202682,0.06513978391331557,0.043228628990707806,0.04372406483306942,0.04917865523926129,205.45773394339494,47.0,243.7210704615986,0.20346320346320346,4.2727272727272725,0.5994750055527389,0.15379219611276532,3.879537470541684,0.018560283792348194,0.0018427932196360718,0.0842090943101044,0.002021091955577078,0.008077303724028801,0.09309082976680572,0.13833483795722923,0.14287586271497288,0.0842090943101044,211.53302624844468,56.0,312.62923043888895,0.2028985507246377,4.666666666666667,0.6060372404246054,0.2053789331957344,-2.668995292671826,0.018224830746427337,-0.00042200555750894595,-0.035030439070843106,0.0053915349922418025,-0.005243329664008534,-0.027951045853490147,-0.09510620896652142,-0.09915179788190345,-0.035030439070843106,-6.075292305049743,-9.0,-68.90815997729035,0.0005646527385657629,-0.3939393939393945,-0.006562234871866468,-0.05158673708296907
P2,0,63,71,1.2729392076551258,0.03956364115760048,0.0014560067620888748,0.08590960106111621,0.0001544308198451762,0.0030224860870863507,0.06382648287403342,0.0361712632469034,0.03662065297119181,0.08590960106111621,214.2616339805763,45.0,243.67993302709795,0.23684210526315788,4.5,0.5739914279482875,0.21975957425928308,3.879537470541684,0.018560283792348194,0.0018427932196360718,0.0842090943101044,0.002021091955577078,0.008077303724028801,0.09309082976680572,0.13833483795722923,0.14287586271497288,0.0842090943101044,211.53302624844468,56.0,312.62923043888895,0.2028985507246377,4.666666666666667,0.6060372404246054,0.2053789331957344,-2.606598262886558,0.021003357365252284,-0.00038678645754719704,0.0017005067510118127,-0.0018666611357319018,-0.005054817636942451,-0.029264346892772297,-0.10216357471032583,-0.10625520974378107,0.0017005067510118127,2.7286077321316213,-11.0,-68.94929741179101,0.03394355453852019,-0.16666666666666696,-0.03204581247631788,0.014380641063548694
