,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.542,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5486
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5474,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4889
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5462,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5318
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5459,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5273
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5427,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5294
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5446,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5283
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5448,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5257
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018000000000000002
test mean,16.666666666666664,50.0,0.0,0.0,33.33333333333333,11.111111111111109,33.333333333333314,0.0,0.0,0.5369653398575206,16.666666666666664,49.999999999999986,0.0,0.0,33.333333333333336,11.111111111111107,33.33333333333332,0.0,0.0,0.5132106415699126
test std,1.6782874073260303e-14,5.1496613960366093e-14,0.0,0.0,5.406419562722548e-15,1.4973395508795388e-14,4.505677285479696e-14,0.0,0.0,0.04607714962495548,8.79251776862914e-15,2.6227594425580137e-14,0.0,0.0,7.53644380168212e-15,8.09169049910734e-15,2.4613922385709617e-14,0.0,0.0,0.04539499043633536
