,F1,c0 F1,c1 F1,c2 F1,Acc,precision,c0 precision,c1 precision,c2 precision,Auc
train tissue 0,22.908280837227732,51.49534561299264,17.22949689869056,0.0,36.53846153846153,39.15245684353207,34.675913576953825,82.78145695364239,0.0,0.5714784681130836
train tissue 1,16.66666666666668,50.000000000000036,0.0,0.0,33.33333333333333,11.111111111111121,33.333333333333364,0.0,0.0,0.601859410430839
train tissue 2,16.666666666666675,50.00000000000002,0.0,0.0,33.33333333333333,11.11111111111112,33.33333333333336,0.0,0.0,0.577366255144033
train tissue 3,16.666666666666682,50.00000000000004,0.0,0.0,33.33333333333333,11.111111111111127,33.33333333333338,0.0,0.0,0.6711596902264484
train tissue 4,16.66666666666667,50.000000000000014,0.0,0.0,33.33333333333333,11.111111111111116,33.33333333333335,0.0,0.0,0.6124985547462134
train tissue 5,16.66666666666667,50.000000000000014,0.0,0.0,33.333333333333336,11.111111111111116,33.33333333333335,0.0,0.0,0.5205761316872428
train tissue 6,25.96683416619108,53.463203463203456,0.0,24.437299035369783,38.46153846153847,31.95316346627277,36.484490398818316,0.0,59.375,0.5410801493823614
train tissue 7,18.62127607528588,49.18231374924294,6.6815144766147,0.0,33.41269841269841,28.235151311427973,32.98131600324944,51.724137931034484,0.0,0.5278906250000001
train tissue 8,25.31696046350703,49.14675767918088,26.804123711340218,0.0,36.32478632478633,33.96980824153407,33.48837209302326,68.42105263157895,0.0,0.6326742976066597
train tissue 9,22.084273580127626,50.71659145166285,6.565919749869719,8.9703095388503,35.60057663991611,59.93040777903965,34.13904942407543,68.47826086956522,77.17391304347827,0.5590549045138888
train tissue 10,16.66666666666669,50.000000000000064,0.0,0.0,33.33333333333333,11.11111111111113,33.33333333333339,0.0,0.0,0.5632495896982703
train tissue 11,16.66666666666666,49.999999999999986,0.0,0.0,33.33333333333333,11.111111111111107,33.33333333333332,0.0,0.0,0.5747335643173546
train tissue 12,16.774193548387107,50.32258064516132,0.0,0.0,33.33333333333332,11.206896551724144,33.620689655172434,0.0,0.0,0.5912471655328799
train tissue 13,20.870452277554616,48.22570410504222,9.671848013816923,4.713804713804711,33.54010025062657,44.44055046830999,32.570712731588316,59.57446808510638,41.17647058823529,0.5470339542872242
train tissue 14,16.99346405228759,50.98039215686276,0.0,0.0,33.333333333333336,11.40350877192983,34.210526315789494,0.0,0.0,0.5384615384615385
train tissue 15,22.289737651330796,50.99537629950791,3.27868852459016,12.595148129894321,35.753214941824865,64.65059218339015,34.397141645975765,100.0,59.554634904194714,0.5463375
train tissue 16,16.66666666666666,49.999999999999986,0.0,0.0,33.33333333333333,11.111111111111109,33.33333333333333,0.0,0.0,0.3163265306122449
train tissue 17,20.49717081671697,51.313116915511536,10.178395534639378,0.0,34.34139784946238,20.771257588921824,34.91247636134414,27.401296405421334,0.0,0.6618106139438085
train tissue 18,16.666666666666693,50.00000000000008,0.0,0.0,33.333333333333336,11.111111111111136,33.33333333333341,0.0,0.0,0.5424329142428223
train tissue 19,24.53539177967123,49.07975460122704,24.526420737786655,0.0,35.89430894308941,33.530121840884505,33.37725076855515,67.21311475409836,0.0,0.6103823731138546
train tissue 20,22.14948172394981,51.06382978723404,15.384615384615389,0.0,36.11111111111111,44.76190476190476,34.285714285714285,100.0,0.0,0.608843537414966
train mean,19.476548427249405,50.28499840318238,5.729572525331605,2.415074353234244,34.41166005429437,24.952658086136744,33.768745393345725,29.790180363354622,11.299048501709917,0.5674522746893208
train std,3.2638366256590543,1.054271488784305,8.337546756452674,5.920189354661908,1.5029760460951198,17.046374385348873,0.831411814506117,37.2123046947374,23.946787546950265,0.06947252707981165
test tissue 0,21.568060204947162,49.20030464584925,15.503875968992242,0.0,34.6078431372549,32.342029112272506,33.19630010277497,63.829787234042556,0.0,0.5618681152859515
test tissue 1,20.791760798558894,50.759120779515065,6.0606060606060606,5.555555555555556,35.32738095238094,78.00384654317239,34.01153962951716,100.0,100.0,0.5062450869071534
test tissue 2,16.181229773462785,48.54368932038835,0.0,0.0,32.05128205128205,10.822510822510822,32.467532467532465,0.0,0.0,0.5
test tissue 3,30.866657630873462,44.55270894582108,37.46230572952911,10.584958217270197,35.83392871318568,41.23539934540069,34.41474175966779,36.513678498756505,52.77777777777778,0.5551853394418991
test tissue 4,16.666666666666647,49.999999999999936,0.0,0.0,33.333333333333336,11.111111111111093,33.33333333333328,0.0,0.0,0.4733916804989689
test tissue 5,16.666666666666682,50.00000000000004,0.0,0.0,33.33333333333333,11.111111111111127,33.33333333333338,0.0,0.0,0.5753254437869822
test tissue 6,23.104264094363117,51.21755418785124,11.428571428571436,6.66666666666667,36.502960640891665,78.14148681055157,34.4244604316547,100.0,100.0,0.5462879130828429
test tissue 7,16.666666666666682,50.00000000000004,0.0,0.0,33.33333333333333,11.111111111111127,33.33333333333338,0.0,0.0,0.5387435592548553
test mean,20.313996562775678,49.28417223492813,8.806919898462356,2.8508975549365525,34.2904244368744,34.23482574590516,33.56432179889339,37.542933216599884,31.59722222222222,0.5321308922823316
test std,4.716115857456044,1.9491267508875039,12.199605560073252,3.9103875684949507,1.423709245065053,27.496290210731043,0.6286404164093172,42.02932871788025,43.00932778170995,0.0329364767538116
