,F1,Acc,precision,Auc
train tissue 0,0.0,50.000000000000014,0.0,0.3496503496503498
train tissue 1,0.0,50.00000000000002,0.0,0.626
train tissue 2,0.0,49.999999999999986,0.0,0.513322884012539
train tissue 3,0.0,50.0,0.0,0.5037037037037035
train tissue 4,0.0,49.999999999999986,0.0,0.4799382716049382
train tissue 5,0.0,49.999999999999986,0.0,0.40032679738562094
train tissue 6,0.0,49.999999999999986,0.0,0.42216117216117244
train tissue 7,0.0,50.00000000000002,0.0,0.38726790450928394
train tissue 8,0.0,50.00000000000002,0.0,0.37771739130434795
train tissue 9,0.0,50.000000000000014,0.0,0.4926686217008801
train tissue 10,0.0,50.000000000000014,0.0,0.5391156462585034
train tissue 11,0.0,50.000000000000014,0.0,0.5678571428571432
train tissue 12,0.0,49.999999999999986,0.0,0.48589065255731895
train tissue 13,0.0,50.000000000000014,0.0,0.5675925925925924
train tissue 14,0.0,50.00000000000002,0.0,0.376940133037694
train tissue 15,0.0,50.000000000000014,0.0,0.46163934426229514
train tissue 16,0.0,50.00000000000002,0.0,0.517663043478261
train tissue 17,0.0,49.999999999999986,0.0,0.5232240437158466
train tissue 18,0.0,49.999999999999986,0.0,0.49318181818181767
train mean,0.0,50.0,0.0,0.47820323752496346
train std,0.0,1.6054591898650453e-14,0.0,0.07333137677689622
test tissue 0,0.0,50.0,0.0,0.5301932367149759
test tissue 1,0.0,49.99999999999999,0.0,0.40763546798029554
test tissue 2,0.0,49.99999999999999,0.0,0.5499999999999998
test tissue 3,0.0,50.0,0.0,0.5473372781065089
test tissue 4,0.0,49.999999999999986,0.0,0.5125313283208018
test tissue 5,0.0,49.99999999999999,0.0,0.4510155316606932
test tissue 6,0.0,50.000000000000014,0.0,0.4091803278688525
test tissue 7,0.0,50.0,0.0,0.5476190476190474
test mean,0.0,50.0,0.0,0.4944390272838969
test std,0.0,8.331852114593072e-15,0.0,0.05810395828470628
