,F1,c0 F1,c1 F1,c2 F1,Acc,precision,c0 precision,c1 precision,c2 precision,Auc
test tissue 0,48.31755737864622,49.19060437331762,27.942188575361314,67.81987918725973,49.27497789566753,49.10044050713117,42.19115693592261,34.819897084048016,70.29026750142287,0.7233965014577259
test tissue 1,55.61605824433959,53.117606098499024,35.83127834435519,77.89929029016454,56.35231647418028,55.4929597339833,48.97577766274276,40.7047547643894,76.79834677481774,0.7931756557223012
test tissue 2,58.8145358024758,47.55231512167411,51.143628356300596,77.74766392945268,59.8327359617682,58.50324905785695,50.41156394298335,54.233202771919245,70.86498045866824,0.787186653856232
test tissue 3,49.863670186602974,44.76395869549942,34.95771538076992,69.8693364835396,51.0657691004637,49.39964841513017,47.4876396229097,37.53676511703334,63.17454050544748,0.729807466095971
test tissue 4,59.40340773388402,39.088206144697736,63.19811320754719,75.92390384940715,61.82924580490504,65.40846662037947,68.96712520401026,51.27243503884278,75.98583961828538,0.7664930555555556
test tissue 5,50.29651072882914,46.54011022657685,28.153941140152288,76.19548081975827,51.21637426900584,50.46808411458401,41.281912004345465,34.04678944748631,76.07555089192024,0.7542877280914716
test tissue 6,48.77712983177751,36.62051910075005,38.66235662832482,71.04851376625766,50.96227649419141,48.557194680082034,43.0387417889192,41.52333286338642,61.10950938794046,0.74717937909145
test tissue 7,47.72956264669822,40.67354858339423,35.392410404705,67.12272895199544,49.473435247445224,48.0330810445827,40.08050667915521,45.12337193548074,58.89536451911216,0.7123495330224432
test mean,52.352304069156695,44.69335854305113,39.41020400468954,72.95334965972938,53.75089140595341,53.12039052171623,47.804302980123566,42.40756862782328,69.14929995720182,0.7517344966116437
test std,4.513603992162463,5.190491522914727,11.242175099597025,4.187355649309722,4.592881997726132,5.802404545958502,8.750371978825465,6.898266355949712,6.73557426244078,0.027509817029436244
