,F1,Acc,precision,Auc
train tissue 0,0.0,50.0,0.0,0.47994987468671657
train tissue 1,0.0,50.000000000000014,0.0,0.4534198113207552
train tissue 2,0.0,50.000000000000014,0.0,0.5372023809523812
train tissue 3,0.0,50.0,0.0,0.5568421052631578
train tissue 4,0.0,49.999999999999986,0.0,0.46206896551724086
train tissue 5,0.0,49.99999999999998,0.0,0.531135531135531
train tissue 6,0.0,50.0,0.0,0.5356506238859182
train tissue 7,0.0,50.000000000000014,0.0,0.5618055555555559
train tissue 8,0.0,49.99999999999999,0.0,0.5610810810810813
train tissue 9,0.0,50.000000000000014,0.0,0.505329153605016
train tissue 10,0.0,50.000000000000014,0.0,0.5272727272727276
train tissue 11,0.0,50.000000000000014,0.0,0.45690312738367644
train tissue 12,0.0,49.999999999999986,0.0,0.46504237288135597
train tissue 13,0.0,50.000000000000014,0.0,0.5766666666666668
train tissue 14,0.0,49.99999999999998,0.0,0.3504784688995213
train tissue 15,0.0,49.99999999999999,0.0,0.5825486503452604
train tissue 16,0.0,50.000000000000014,0.0,0.6078431372549022
train tissue 17,0.0,50.0,0.0,0.5885416666666666
train tissue 18,0.0,49.999999999999986,0.0,0.51043771043771
train mean,0.0,50.0,0.0,0.5184326110953601
train std,0.0,1.3040774653664003e-14,0.0,0.060888300093542624
test tissue 0,0.0,49.99999999999997,0.0,0.2746666666666666
test tissue 1,0.0,50.000000000000014,0.0,0.5431331953071086
test tissue 2,0.0,50.0,0.0,0.6314496314496317
test tissue 3,0.0,50.00000000000002,0.0,0.48965517241379314
test tissue 4,0.0,49.999999999999986,0.0,0.4753694581280788
test tissue 5,0.0,50.000000000000014,0.0,0.6255088195386701
test tissue 6,0.0,49.99999999999999,0.0,0.593848085373509
test tissue 7,0.0,50.00000000000002,0.0,0.48835403726708093
test mean,0.0,50.0,0.0,0.5152481332680674
test std,0.0,1.7222418539888655e-14,0.0,0.10808779945049511
