,F1,Acc,precision,Auc
train tissue 0,0.0,50.000000000000014,0.0,0.5617715617715618
train tissue 1,0.0,50.00000000000002,0.0,0.6033333333333334
train tissue 2,0.0,49.999999999999986,0.0,0.33333333333333304
train tissue 3,0.0,50.00000000000002,0.0,0.5122448979591836
train tissue 4,0.0,50.00000000000002,0.0,0.38418972332015827
train tissue 5,0.0,49.99999999999999,0.0,0.5438596491228069
train tissue 6,0.0,50.0,0.0,0.4945355191256831
train tissue 7,0.0,49.999999999999986,0.0,0.6478232618583496
train tissue 8,0.0,50.000000000000014,0.0,0.452961672473868
train tissue 9,0.0,50.00000000000002,0.0,0.39323671497584556
train tissue 10,0.0,49.999999999999986,0.0,0.5109329446064138
train tissue 11,0.0,50.0,0.0,0.4349206349206346
train tissue 12,0.0,50.00000000000002,0.0,0.502248875562219
train tissue 13,0.0,49.999999999999986,0.0,0.4186882300089845
train tissue 14,0.0,50.0,0.0,0.5347222222222221
train tissue 15,0.0,50.000000000000036,0.0,0.3880952380952386
train tissue 16,0.0,49.99999999999999,0.0,0.6275252525252524
train tissue 17,0.0,49.999999999999986,0.0,0.501847290640394
train tissue 18,0.0,49.999999999999986,0.0,0.5590909090909084
train mean,0.0,50.0,0.0,0.4950190139445468
train std,0.0,1.6623791107849736e-14,0.0,0.08498784904375353
test tissue 0,0.0,50.000000000000014,0.0,0.5426439232409378
test tissue 1,0.0,50.000000000000014,0.0,0.4561766735679781
test tissue 2,0.0,50.0,0.0,0.5064102564102562
test tissue 3,0.0,50.0,0.0,0.59375
test tissue 4,0.0,50.00000000000002,0.0,0.42865566037735897
test tissue 5,0.0,50.0,0.0,0.521875
test tissue 6,0.0,50.000000000000014,0.0,0.56989247311828
test tissue 7,0.0,50.0,0.0,0.3395833333333333
test mean,0.0,50.00000000000001,0.0,0.494873415006018
test std,0.0,8.331852114593072e-15,0.0,0.07789887851472277
