,F1,Acc,precision,Auc
train tissue 0,0.0,50.0,0.0,0.34775086505190306
train tissue 1,0.0,50.000000000000014,0.0,0.6192145862552594
train tissue 2,0.0,49.999999999999986,0.0,0.5982905982905982
train tissue 3,0.0,50.0,0.0,0.4970986460348162
train tissue 4,0.0,50.0,0.0,0.42194469223907194
train tissue 5,0.0,50.0,0.0,0.41730769230769243
train tissue 6,0.0,49.99999999999998,0.0,0.5852173913043477
train tissue 7,0.0,49.99999999999997,0.0,0.4688259109311739
train tissue 8,0.0,50.0,0.0,0.46378378378378404
train tissue 9,0.0,50.0,0.0,0.5498432601880879
train tissue 10,0.0,50.0,0.0,0.5217391304347826
train tissue 11,0.0,50.000000000000014,0.0,0.5713196033562165
train tissue 12,0.0,50.0,0.0,0.5855999999999999
train tissue 13,0.0,49.999999999999986,0.0,0.5325077399380803
train tissue 14,0.0,49.999999999999986,0.0,0.5111111111111111
train tissue 15,0.0,50.000000000000014,0.0,0.5413919413919415
train tissue 16,0.0,50.0,0.0,0.5935135135135138
train tissue 17,0.0,49.999999999999986,0.0,0.5419799498746865
train tissue 18,0.0,49.999999999999986,0.0,0.4896978021978017
train mean,0.0,50.0,0.0,0.5188493799055195
train std,0.0,1.2306961192854808e-14,0.0,0.06945816661852465
test tissue 0,0.0,49.99999999999996,0.0,0.5751633986928099
test tissue 1,0.0,49.99999999999999,0.0,0.5685897435897438
test tissue 2,0.0,50.0,0.0,0.5363372093023256
test tissue 3,0.0,50.0,0.0,0.3888888888888886
test tissue 4,0.0,49.999999999999986,0.0,0.5991379310344827
test tissue 5,0.0,49.99999999999999,0.0,0.5053475935828879
test tissue 6,0.0,50.0,0.0,0.6107972379158819
test tissue 7,0.0,50.0,0.0,0.4929824561403507
test mean,0.0,49.99999999999999,0.0,0.5346555573934213
test std,0.0,1.3759600911837627e-14,0.0,0.06763347907428528
