,F1,Acc,precision,Auc
train tissue 0,0.0,49.999999999999986,0.0,0.5812603648424541
train tissue 1,0.0,50.00000000000002,0.0,0.4961685823754793
train tissue 2,0.0,50.0,0.0,0.6388888888888892
train tissue 3,0.0,50.000000000000014,0.0,0.5611111111111112
train tissue 4,0.0,49.99999999999997,0.0,0.4212962962962963
train tissue 5,0.0,50.000000000000014,0.0,0.5625000000000001
train tissue 6,0.0,50.0,0.0,0.5431034482758619
train tissue 7,0.0,50.0,0.0,0.43680555555555606
train tissue 8,0.0,49.999999999999986,0.0,0.6107456140350874
train tissue 9,0.0,50.000000000000014,0.0,0.5751673767498481
train tissue 10,0.0,50.0,0.0,0.5988700564971753
train tissue 11,0.0,50.000000000000014,0.0,0.6908045977011493
train tissue 12,0.0,50.0,0.0,0.6266339869281045
train tissue 13,0.0,49.999999999999986,0.0,0.4886363636363634
train tissue 14,0.0,50.000000000000014,0.0,0.6519607843137254
train tissue 15,0.0,50.0,0.0,0.5687382297551788
train tissue 16,0.0,50.0,0.0,0.412484700122399
train tissue 17,0.0,49.999999999999986,0.0,0.5628078817733989
train tissue 18,0.0,50.0,0.0,0.4814516129032262
train mean,0.0,50.0,0.0,0.5531281816716475
train std,0.0,1.2731463251543875e-14,0.0,0.076774326705765
test tissue 0,0.0,50.000000000000014,0.0,0.5707915273132669
test tissue 1,0.0,50.000000000000036,0.0,0.4556166535742342
test tissue 2,0.0,50.000000000000014,0.0,0.4607843137254902
test tissue 3,0.0,50.0,0.0,0.5177514792899408
test tissue 4,0.0,50.0,0.0,0.5523648648648649
test tissue 5,0.0,50.000000000000014,0.0,0.4487179487179488
test tissue 6,0.0,49.999999999999964,0.0,0.4507575757575754
test tissue 7,0.0,49.999999999999964,0.0,0.507703081232493
test mean,0.0,49.99999999999999,0.0,0.49556093055947675
test std,0.0,2.4741787777998282e-14,0.0,0.045459797909842864
