,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5602,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5234
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5512,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5448
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5555,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5477
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5513,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5347
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5548,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5422
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5552,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5281
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5547,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5368
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0089
test mean,16.666666666666668,50.0,0.0,0.0,33.333333333333336,11.111111111111114,33.333333333333336,0.0,0.0,0.5603545825502279,16.666666666666668,50.0,0.0,0.0,33.333333333333336,11.111111111111112,33.333333333333336,0.0,0.0,0.528188813672217
test std,1.404629005450465e-14,4.250772474393605e-14,0.0,0.0,7.290014651212246e-15,1.2047838252593955e-14,3.612053293136094e-14,0.0,0.0,0.042842844309054835,2.179206885412785e-14,6.541239599585668e-14,0.0,0.0,7.53644380168212e-15,1.9830460439754656e-14,5.987139511757078e-14,0.0,0.0,0.04031685473147965
