,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,29.27,50.12,21.19,16.5,37.15,43.79,35.07,45.81,50.48,0.5756,27.48,49.31,20.53,12.61,35.57,42.7,34.74,33.7,59.66,0.5579999999999999
split 1,26.84,50.23,11.1,19.21,36.3,42.47,34.76,46.36,46.28,0.5777,23.67,50.14,0.0,20.86,34.38,22.69,35.07,0.0,33.0,0.5303
split 2,28.3,50.27,9.45,25.18,36.85,42.71,35.25,49.65,43.24,0.5758,23.08,49.68,5.95,13.62,34.78,43.49,33.88,55.21,41.38,0.5387
split 3,22.63,50.67,10.05,7.17,35.27,43.15,34.38,49.18,45.88,0.5820000000000001,19.14,49.25,0.0,8.17,32.54,18.4,33.55,0.0,21.64,0.5101
split 4,26.49,50.62,4.06,24.78,36.67,48.08,35.09,63.99,45.15,0.5802,22.99,45.41,0.0,23.57,31.67,20.42,32.57,0.0,28.69,0.5148
split 5,24.42,50.71,0.0,22.54,36.09,27.32,34.79,0.0,47.17,0.5774,17.2,49.26,0.0,2.34,32.59,16.22,33.07,0.0,15.58,0.5141
mean,26.32,50.44,9.31,19.23,36.39,41.25,34.89,42.5,46.37,0.5781,22.26,48.84,4.41,13.53,33.59,27.32,33.81,14.82,33.32,0.5277
std,2.24,0.24,6.57,6.19,0.61,6.51,0.29,19.96,2.2,0.0023,3.31,1.56,7.53,7.18,1.4,11.33,0.88,21.86,14.33,0.0169
test mean,24.10015063653748,50.492405691635454,3.6733898016878874,18.134656416289104,35.796874593242514,32.80379953074496,34.88994183734219,15.160087187156776,48.36136956773593,0.5738465045632474,21.605962361714557,47.35187389132672,0.5434782608695649,16.92253493294738,33.214179932476476,24.221768921903212,32.637492067196675,12.5,27.527814698512973,0.525539674747018
test std,4.7162994897536725,2.2954115156406223,6.8288567489520675,12.557104422456401,2.835101573070212,14.687308394870655,2.1958477691938274,24.094822046956082,31.192839299325872,0.041331472155835505,4.3454161646194756,2.503957778652561,1.4379083212307548,12.921763874701531,2.788081290643641,12.834091126029797,1.6855799666436777,33.071891388307385,18.82488654357995,0.0407432578207666
