,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,19.23,50.34,2.47,4.89,34.27,56.77,33.75,88.03,48.53,0.574,18.29,49.85,0.0,5.02,33.66,27.13,33.39,0.0,47.98,0.5086
split 1,16.92,50.08,0.0,0.67,33.45,33.35,33.41,0.0,66.63,0.5707,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5458
split 2,18.34,50.27,2.43,2.31,33.97,54.89,33.63,87.98,43.05,0.574,16.69,50.08,0.0,0.0,33.33,11.14,33.41,0.0,0.0,0.5161
split 3,18.07,50.18,4.04,0.0,33.87,37.9,33.54,80.16,0.0,0.5731,18.58,49.67,3.42,2.66,33.64,46.92,33.29,70.47,37.01,0.4903
split 4,18.07,50.1,1.07,3.03,33.83,57.63,33.49,78.19,61.19,0.568,17.61,50.31,0.0,2.54,33.77,28.79,33.61,0.0,52.76,0.526
split 5,18.33,50.26,2.4,2.34,33.99,56.51,33.62,88.86,47.05,0.5613,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5753
mean,18.16,50.21,2.07,2.21,33.89,49.51,33.57,70.54,44.41,0.5702,17.42,49.99,0.57,1.7,33.51,22.7,33.39,11.74,22.96,0.527
std,0.68,0.09,1.26,1.59,0.25,9.94,0.11,31.81,21.5,0.0045,0.8,0.2,1.28,1.88,0.18,13.2,0.1,26.26,23.43,0.0274
test mean,17.930203228768065,50.196794809873715,1.559454191033138,2.0343606853973397,33.88793598701515,19.708482291549466,33.559892163742,4.2105263157894735,21.355028395116932,0.5664975715843406,16.883021424553874,50.03930817610064,0.0,0.6097560975609759,33.4375,15.289449112978529,33.368347338935585,0.0,12.5,0.5436837052788682
test std,2.58976293241681,0.3948288179404378,6.6162038005758825,4.324138635923795,1.181225536552747,13.233101991637962,0.43102097470220135,17.863750261554877,37.645805893626566,0.04258179332264757,0.5724208843351334,0.10399965845381762,0.0,1.6132629945515802,0.27559909490256396,11.054843246511718,0.0926383512277689,0.0,33.071891388307385,0.026509616071332252
