,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5327,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5312
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5374,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4896
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5258,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5571
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5348,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4912
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.537,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4873
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5315,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4883
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5332,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5074
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027000000000000003
test mean,16.666666666666668,50.0,0.0,0.0,33.33333333333333,11.111111111111112,33.333333333333336,0.0,0.0,0.5333052073395725,16.666666666666657,49.999999999999986,0.0,0.0,33.33333333333333,11.111111111111105,33.33333333333332,0.0,0.0,0.5287912843155996
test std,1.129364213510124e-14,3.1859949624008886e-14,0.0,0.0,5.406419562722548e-15,9.230220894641107e-15,2.780736886324627e-14,0.0,0.0,0.04700047720617579,5.0242958677880805e-15,1.758503553725828e-14,0.0,0.0,7.53644380168212e-15,5.0242958677880805e-15,1.5888218580782548e-14,0.0,0.0,0.03201614597529195
