,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5953,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5012
split 1,18.79,50.48,4.87,1.03,34.26,50.09,33.79,65.67,50.81,0.5826,23.14,49.82,19.6,0.0,34.35,22.94,34.54,34.28,0.0,0.5670000000000001
split 2,22.78,50.5,17.42,0.43,35.49,61.83,34.29,51.2,100.0,0.5894,21.72,47.95,17.21,0.0,32.67,20.76,33.27,29.01,0.0,0.5142
split 3,17.06,50.04,1.15,0.0,33.47,31.94,33.38,62.45,0.0,0.5802,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5744
split 4,16.78,49.99,0.35,0.0,33.34,22.8,33.34,35.06,0.0,0.5873,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.528
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.583,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5704
mean,18.13,50.17,3.97,0.24,33.87,31.48,33.58,35.73,25.14,0.5863,18.59,49.63,6.13,0.0,33.39,14.69,33.52,10.55,0.0,0.5425
std,2.21,0.23,6.25,0.39,0.79,19.03,0.36,27.09,38.28,0.0051,2.75,0.75,8.7,0.0,0.49,5.1,0.46,14.99,0.0,0.0292
test mean,16.645793862325124,49.93738158697539,0.0,0.0,33.24979114452798,11.10199617172546,33.30598851517638,0.0,0.0,0.5912467407529631,16.666666666666668,50.00000000000001,0.0,0.0,33.333333333333336,11.111111111111114,33.33333333333333,0.0,0.0,0.5009452523072073
test std,0.08855580895371376,0.26566742686114037,0.0,0.0,0.3544394893165657,0.038671412698199924,0.11601423809459976,0.0,0.0,0.041282499076739816,1.841765971140294e-14,5.6117134046940414e-14,0.0,0.0,5.617333549722722e-15,1.6922071640175362e-14,5.0867118742119833e-14,0.0,0.0,0.034133235517887855
