plant,time point,cell,label,isCellTest
P1,0,332,0,False
P1,0,340,0,False
P1,0,346,0,False
P1,0,351,0,False
P1,0,369,0,False
P1,0,376,0,False
P1,0,389,1,False
P1,0,390,1,False
P1,0,398,1,False
P1,0,413,0,False
P1,0,422,0,False
P1,0,428,0,False
P1,0,431,0,False
P1,0,436,1,False
P1,0,438,1,False
P1,0,439,0,False
P1,0,441,1,False
P1,0,442,1,False
P1,0,447,0,False
P1,0,448,0,False
P1,0,449,0,False
P1,0,457,0,False
P1,0,461,1,False
P1,0,462,0,False
P1,0,466,0,False
P1,0,467,1,False
P1,0,471,1,False
P1,0,498,0,False
P1,0,502,1,False
P1,0,515,0,False
P1,0,550,0,False
P1,0,559,0,False
P1,0,560,0,False
P1,0,569,0,False
P1,0,570,0,False
P1,0,571,0,False
P1,0,574,0,False
P1,0,576,0,False
P1,0,580,0,False
P1,0,583,0,False
P1,0,587,0,False
P1,0,589,0,False
P1,0,600,0,False
P1,0,601,0,False
P1,0,602,0,False
P1,0,605,0,False
P1,0,610,0,False
P1,0,617,1,False
P1,0,618,0,False
P1,0,619,1,False
P1,0,635,0,False
P1,0,647,0,False
P1,0,653,0,False
P1,0,662,0,False
P1,0,666,0,False
P1,0,667,0,False
P1,0,669,0,False
P1,0,683,0,False
P1,0,685,0,False
P1,0,686,0,False
P1,0,690,0,False
P1,0,693,0,False
P1,0,696,0,False
P1,0,698,0,False
P1,0,700,1,False
P1,0,706,1,False
P1,0,708,1,False
P1,0,709,0,False
P1,0,714,1,False
P1,0,716,1,False
P1,0,717,1,False
P1,0,726,0,False
P1,0,728,0,False
P1,0,738,0,False
P1,0,739,1,False
P1,0,740,0,False
P1,0,741,0,False
P1,0,746,0,False
P1,0,747,1,False
P1,0,753,0,False
P1,0,754,0,False
P1,0,758,1,False
P1,0,761,0,False
P1,0,764,0,False
P1,0,767,0,False
P1,1,4935,0,False
P1,1,4939,1,False
P1,1,4944,0,False
P1,1,4946,0,False
P1,1,4952,0,False
P1,1,4953,0,False
P1,1,4989,1,False
P1,1,4990,0,False
P1,1,4997,0,False
P1,1,5000,1,False
P1,1,5005,0,False
P1,1,5017,0,False
P1,1,5019,0,False
P1,1,5024,0,False
P1,1,5025,0,False
P1,1,5028,0,False
P1,1,5032,0,False
P1,1,5046,0,False
P1,1,5048,0,False
P1,1,5053,0,False
P1,1,5072,1,False
P1,1,5085,0,False
P1,1,5090,0,False
