,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5495,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5218
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5413,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5975
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5451,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5477
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5444,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5549
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5563,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4624
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5517,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5102
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5481,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5324
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0418
test mean,16.666666666666657,49.99999999999998,0.0,0.0,33.33333333333333,11.111111111111104,33.333333333333314,0.0,0.0,0.5546707814324945,16.666666666666664,50.0,0.0,0.0,33.33333333333332,11.11111111111111,33.33333333333333,0.0,0.0,0.5132516455997193
test std,1.7193465167988136e-14,4.9924626273396424e-14,0.0,0.0,5.64682106755062e-15,1.5171727269644975e-14,4.4820252728457615e-14,0.0,0.0,0.04196480374261778,1.2113138667212069e-14,3.517007107451656e-14,0.0,0.0,9.729507111180988e-15,1.0823393387719041e-14,3.167698015027832e-14,0.0,0.0,0.02630470478578518
