,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,26.41,50.12,11.26,17.86,36.24,45.61,34.53,56.87,45.43,0.5785,18.96,50.65,5.03,1.22,33.93,29.23,34.1,32.88,20.71,0.5255
split 1,24.35,50.56,11.25,11.25,35.65,42.94,34.55,52.12,42.15,0.5747,20.21,47.88,0.0,12.76,32.73,30.81,32.48,0.0,59.96,0.536
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5775,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5196
split 3,27.16,50.45,19.05,11.97,36.62,43.9,34.87,48.85,47.98,0.5837,19.72,48.89,10.26,0.0,33.43,25.21,32.99,42.64,0.0,0.5204
split 4,26.22,50.88,5.18,22.59,36.81,50.22,35.02,67.22,48.4,0.5804,16.46,47.61,0.0,1.77,30.59,12.61,32.27,0.0,5.57,0.496
split 5,31.45,50.36,20.47,23.51,37.97,42.91,35.79,48.08,44.86,0.5786,19.37,48.45,9.67,0.0,31.45,18.55,33.4,22.26,0.0,0.5366
mean,25.38,50.4,11.2,14.53,36.1,39.45,34.68,45.53,38.13,0.5789,18.57,48.91,4.16,2.63,32.58,21.25,33.09,16.3,14.37,0.5224
std,4.45,0.29,7.18,8.01,1.42,12.92,0.73,21.34,17.18,0.0027,1.47,1.09,4.48,4.59,1.18,7.7,0.61,17.33,21.66,0.0136
test mean,20.171958064214984,50.263506070122894,5.006840476998703,5.245527645523345,34.6895244424796,21.0347167264619,34.17516735586974,18.70480274856007,10.224180074955903,0.5720881707271984,17.497131147318562,49.82656360434933,0.5882143239100208,2.076615513696326,33.24551605801605,18.097747848682793,33.37393010186567,3.5698831674599742,17.349430276722735,0.528995254848226
test std,7.397357517784973,2.6657499961720044,9.2382639041095,12.192210088838323,3.9138916674703053,17.46133458982599,2.876223732032382,34.054857605577496,20.954539080308894,0.046544150952103146,1.6425531515044571,0.6423171107554234,1.556268818671909,3.9209549488158584,1.0090051609241428,12.48792332923183,0.41883619125661026,9.44502307065464,33.72140360577385,0.0392799237868028
