,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5562,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.545
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5533,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5442
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5551,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5346
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5592,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5148
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5503,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5519
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5536,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5456
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5546,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5393
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121
test mean,16.666666666666668,49.999999999999986,0.0,0.0,33.333333333333336,11.111111111111107,33.33333333333333,0.0,0.0,0.557669916589522,16.66666666666667,50.0,0.0,0.0,33.333333333333336,11.111111111111112,33.33333333333334,0.0,0.0,0.5264256364622476
test std,1.4257524314443628e-14,4.12063201462556e-14,0.0,0.0,7.817669771557416e-15,1.200641289813019e-14,3.601001599837602e-14,0.0,0.0,0.06534806433930435,9.81025129326275e-15,2.7288911567313107e-14,0.0,0.0,9.057678187205881e-15,8.212649231301463e-15,2.5246774277490927e-14,0.0,0.0,0.030243865595702316
