,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.82,50.05,0.0,0.4,33.4,27.47,33.38,0.0,49.04,0.5804,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5606
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5882,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4891
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.589,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.539
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5872,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5355
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5821,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5658
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5844,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.545
mean,16.69,50.01,0.0,0.07,33.34,13.84,33.34,0.0,8.17,0.5852,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5392
std,0.06,0.02,0.0,0.15,0.02,6.1,0.02,0.0,18.28,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249
test mean,16.666666666666668,50.0,0.0,0.0,33.333333333333336,11.11111111111111,33.333333333333336,0.0,0.0,0.5731244322608577,16.66666666666666,49.99999999999998,0.0,0.0,33.33333333333333,11.111111111111107,33.33333333333332,0.0,0.0,0.5271799688012412
test std,1.175748622957857e-14,3.4392449464546593e-14,0.0,0.0,6.3930046028022315e-15,1.0277754214301611e-14,3.120384184475994e-14,0.0,0.0,0.0627090307186927,2.0292495965882763e-14,6.112319729142702e-14,0.0,0.0,8.331852114593072e-15,1.7483809675615382e-14,5.2455188851160274e-14,0.0,0.0,0.03899373394697394
